count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2020-11-01,2020-11-30,Q20b,benefit_at_entry,540
No Sources,all_persons,2020-11-01,2020-11-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,24
No Sources,all_persons,2020-11-01,2020-11-30,Q20b,benefit_at_exit_for_leavers,88
1 + Source(s),all_persons,2020-11-01,2020-11-30,Q20b,benefit_at_entry,288
1 + Source(s),all_persons,2020-11-01,2020-11-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,35
1 + Source(s),all_persons,2020-11-01,2020-11-30,Q20b,benefit_at_exit_for_leavers,44
Client Doesn't Know/Client Refused,all_persons,2020-11-01,2020-11-30,Q20b,benefit_at_entry,2
Client Doesn't Know/Client Refused,all_persons,2020-11-01,2020-11-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2020-11-01,2020-11-30,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2020-11-01,2020-11-30,Q20b,benefit_at_entry,107
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2020-11-01,2020-11-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,697
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2020-11-01,2020-11-30,Q20b,benefit_at_exit_for_leavers,49
