dv_history,total,population,start_date,end_date,question,household_type,count
Yes,259,all_persons,2020-11-01,2020-11-30,Q14a,without_children,211
Yes,259,all_persons,2020-11-01,2020-11-30,Q14a,with_children_and_adults,48
Yes,259,all_persons,2020-11-01,2020-11-30,Q14a,with_only_children,0
Yes,259,all_persons,2020-11-01,2020-11-30,Q14a,unknown_household_type,0
No,656,all_persons,2020-11-01,2020-11-30,Q14a,without_children,543
No,656,all_persons,2020-11-01,2020-11-30,Q14a,with_children_and_adults,109
No,656,all_persons,2020-11-01,2020-11-30,Q14a,with_only_children,0
No,656,all_persons,2020-11-01,2020-11-30,Q14a,unknown_household_type,4
Client Doesn't Know/Client Refused,4,all_persons,2020-11-01,2020-11-30,Q14a,without_children,3
Client Doesn't Know/Client Refused,4,all_persons,2020-11-01,2020-11-30,Q14a,with_children_and_adults,1
Client Doesn't Know/Client Refused,4,all_persons,2020-11-01,2020-11-30,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,4,all_persons,2020-11-01,2020-11-30,Q14a,unknown_household_type,0
Data Not Collected,18,all_persons,2020-11-01,2020-11-30,Q14a,without_children,14
Data Not Collected,18,all_persons,2020-11-01,2020-11-30,Q14a,with_children_and_adults,4
Data Not Collected,18,all_persons,2020-11-01,2020-11-30,Q14a,with_only_children,0
Data Not Collected,18,all_persons,2020-11-01,2020-11-30,Q14a,unknown_household_type,0
