ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),1094,all_persons,2020-11-01,2020-11-30,Q12b,without_children,721
Non-Hispanic/Non-Latin(a)(o)(x),1094,all_persons,2020-11-01,2020-11-30,Q12b,with_children_and_adults,348
Non-Hispanic/Non-Latin(a)(o)(x),1094,all_persons,2020-11-01,2020-11-30,Q12b,with_only_children,14
Non-Hispanic/Non-Latin(a)(o)(x),1094,all_persons,2020-11-01,2020-11-30,Q12b,unknown_household_type,11
Hispanic/Latin(a)(o)(x),104,all_persons,2020-11-01,2020-11-30,Q12b,without_children,48
Hispanic/Latin(a)(o)(x),104,all_persons,2020-11-01,2020-11-30,Q12b,with_children_and_adults,54
Hispanic/Latin(a)(o)(x),104,all_persons,2020-11-01,2020-11-30,Q12b,with_only_children,2
Hispanic/Latin(a)(o)(x),104,all_persons,2020-11-01,2020-11-30,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2020-11-01,2020-11-30,Q12b,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2020-11-01,2020-11-30,Q12b,with_children_and_adults,1
Client Doesn't Know/Client Refused,1,all_persons,2020-11-01,2020-11-30,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2020-11-01,2020-11-30,Q12b,unknown_household_type,0
Data Not Collected,6,all_persons,2020-11-01,2020-11-30,Q12b,without_children,2
Data Not Collected,6,all_persons,2020-11-01,2020-11-30,Q12b,with_children_and_adults,1
Data Not Collected,6,all_persons,2020-11-01,2020-11-30,Q12b,with_only_children,0
Data Not Collected,6,all_persons,2020-11-01,2020-11-30,Q12b,unknown_household_type,3
