number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_start,147
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_annual_assessment_stayers,8
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_exit_leavers,11
Adults with Only Other Income,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_start,201
Adults with Only Other Income,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_annual_assessment_stayers,36
Adults with Only Other Income,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_exit_leavers,25
Adults with Both Earned and Other Income,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_start,33
Adults with Both Earned and Other Income,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_exit_leavers,6
Adults with No Income,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_start,530
Adults with No Income,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_annual_assessment_stayers,17
Adults with No Income,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_exit_leavers,137
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_start,2
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_start,19
Adults with Missing Income Information,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_exit_leavers,2
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_annual_assessment_stayers,455
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_annual_assessment_stayers,240
Number of Adult Stayers without Required Annual Assessment,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_start,937
Total Adults,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_annual_assessment_stayers,756
Total Adults,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_exit_leavers,181
1 or More Source of Income,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_start,433
1 or More Source of Income,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_annual_assessment_stayers,45
1 or More Source of Income,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_exit_leavers,54
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_annual_assessment_stayers,61
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2020-11-01,2020-11-30,Q18,number_of_adults_at_exit_leavers,0
