count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,477,107,179,all_persons,2020-11-01,2020-11-30,Q13c2,without_children,169
None,477,107,179,all_persons,2020-11-01,2020-11-30,Q13c2,with_only_children,13
None,477,107,179,all_persons,2020-11-01,2020-11-30,Q13c2,unknown_household_type,9
1 Condition,233,22,10,all_persons,2020-11-01,2020-11-30,Q13c2,without_children,199
1 Condition,233,22,10,all_persons,2020-11-01,2020-11-30,Q13c2,with_only_children,0
1 Condition,233,22,10,all_persons,2020-11-01,2020-11-30,Q13c2,unknown_household_type,2
2 Conditions,113,5,2,all_persons,2020-11-01,2020-11-30,Q13c2,without_children,106
2 Conditions,113,5,2,all_persons,2020-11-01,2020-11-30,Q13c2,with_only_children,0
2 Conditions,113,5,2,all_persons,2020-11-01,2020-11-30,Q13c2,unknown_household_type,0
3+ Conditions,91,3,0,all_persons,2020-11-01,2020-11-30,Q13c2,without_children,88
3+ Conditions,91,3,0,all_persons,2020-11-01,2020-11-30,Q13c2,with_only_children,0
3+ Conditions,91,3,0,all_persons,2020-11-01,2020-11-30,Q13c2,unknown_household_type,0
Condition Unknown,31,2,0,all_persons,2020-11-01,2020-11-30,Q13c2,without_children,29
Condition Unknown,31,2,0,all_persons,2020-11-01,2020-11-30,Q13c2,with_only_children,0
Condition Unknown,31,2,0,all_persons,2020-11-01,2020-11-30,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,0,all_persons,2020-11-01,2020-11-30,Q13c2,without_children,1
Client Doesn't Know/Client Refused,1,0,0,all_persons,2020-11-01,2020-11-30,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,0,all_persons,2020-11-01,2020-11-30,Q13c2,unknown_household_type,0
Data Not Collected,52,8,25,all_persons,2020-11-01,2020-11-30,Q13c2,without_children,13
Data Not Collected,52,8,25,all_persons,2020-11-01,2020-11-30,Q13c2,with_only_children,3
Data Not Collected,52,8,25,all_persons,2020-11-01,2020-11-30,Q13c2,unknown_household_type,3
