veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,17,all_households,2020-11-01,2020-11-30,Q25b,without_children,17
Chronically Homeless Veteran,17,all_households,2020-11-01,2020-11-30,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,17,all_households,2020-11-01,2020-11-30,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,34,all_households,2020-11-01,2020-11-30,Q25b,without_children,31
Non-Chronically Homeless Veteran,34,all_households,2020-11-01,2020-11-30,Q25b,with_children_and_adults,3
Non-Chronically Homeless Veteran,34,all_households,2020-11-01,2020-11-30,Q25b,unknown_household_type,0
Not a Veteran,713,all_households,2020-11-01,2020-11-30,Q25b,without_children,616
Not a Veteran,713,all_households,2020-11-01,2020-11-30,Q25b,with_children_and_adults,94
Not a Veteran,713,all_households,2020-11-01,2020-11-30,Q25b,unknown_household_type,3
Client Doesn't Know/Client Refused,0,all_households,2020-11-01,2020-11-30,Q25b,without_children,0
Client Doesn't Know/Client Refused,0,all_households,2020-11-01,2020-11-30,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_households,2020-11-01,2020-11-30,Q25b,unknown_household_type,0
Data Not Collected,7,all_households,2020-11-01,2020-11-30,Q25b,without_children,7
Data Not Collected,7,all_households,2020-11-01,2020-11-30,Q25b,with_children_and_adults,0
Data Not Collected,7,all_households,2020-11-01,2020-11-30,Q25b,unknown_household_type,0
