conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,263,16,3,all_persons,2020-11-01,2020-11-30,Q13a1,without_children,244
Mental Health Disorder,263,16,3,all_persons,2020-11-01,2020-11-30,Q13a1,with_only_children,0
Mental Health Disorder,263,16,3,all_persons,2020-11-01,2020-11-30,Q13a1,unknown_household_type,0
Alcohol Use Disorder,49,0,0,all_persons,2020-11-01,2020-11-30,Q13a1,without_children,49
Alcohol Use Disorder,49,0,0,all_persons,2020-11-01,2020-11-30,Q13a1,with_only_children,0
Alcohol Use Disorder,49,0,0,all_persons,2020-11-01,2020-11-30,Q13a1,unknown_household_type,0
Drug Use Disorder,36,1,0,all_persons,2020-11-01,2020-11-30,Q13a1,without_children,35
Drug Use Disorder,36,1,0,all_persons,2020-11-01,2020-11-30,Q13a1,with_only_children,0
Drug Use Disorder,36,1,0,all_persons,2020-11-01,2020-11-30,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,44,0,0,all_persons,2020-11-01,2020-11-30,Q13a1,without_children,44
Both Alcohol and Drug Use Disorders,44,0,0,all_persons,2020-11-01,2020-11-30,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,44,0,0,all_persons,2020-11-01,2020-11-30,Q13a1,unknown_household_type,0
Chronic Health Condition,142,6,1,all_persons,2020-11-01,2020-11-30,Q13a1,without_children,135
Chronic Health Condition,142,6,1,all_persons,2020-11-01,2020-11-30,Q13a1,with_only_children,0
Chronic Health Condition,142,6,1,all_persons,2020-11-01,2020-11-30,Q13a1,unknown_household_type,0
HIV/AIDS,98,8,0,all_persons,2020-11-01,2020-11-30,Q13a1,without_children,89
HIV/AIDS,98,8,0,all_persons,2020-11-01,2020-11-30,Q13a1,with_only_children,0
HIV/AIDS,98,8,0,all_persons,2020-11-01,2020-11-30,Q13a1,unknown_household_type,1
Development Disability,61,4,12,all_persons,2020-11-01,2020-11-30,Q13a1,without_children,44
Development Disability,61,4,12,all_persons,2020-11-01,2020-11-30,Q13a1,with_only_children,0
Development Disability,61,4,12,all_persons,2020-11-01,2020-11-30,Q13a1,unknown_household_type,1
Physical Disability,143,7,1,all_persons,2020-11-01,2020-11-30,Q13a1,without_children,135
Physical Disability,143,7,1,all_persons,2020-11-01,2020-11-30,Q13a1,with_only_children,0
Physical Disability,143,7,1,all_persons,2020-11-01,2020-11-30,Q13a1,unknown_household_type,0
