living_situation,total,population,start_date,end_date,question,category,household_type,count
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",147,all_persons,2021-10-01,2021-10-31,Q15,Homeless Situations,without_children,119
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",147,all_persons,2021-10-01,2021-10-31,Q15,Homeless Situations,with_children_and_adults,28
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",147,all_persons,2021-10-01,2021-10-31,Q15,Homeless Situations,with_only_children,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",147,all_persons,2021-10-01,2021-10-31,Q15,Homeless Situations,unknown_household_type,0
Transitional housing for homeless persons (including homeless youth),4,all_persons,2021-10-01,2021-10-31,Q15,Homeless Situations,without_children,4
Transitional housing for homeless persons (including homeless youth),4,all_persons,2021-10-01,2021-10-31,Q15,Homeless Situations,with_children_and_adults,0
Transitional housing for homeless persons (including homeless youth),4,all_persons,2021-10-01,2021-10-31,Q15,Homeless Situations,with_only_children,0
Transitional housing for homeless persons (including homeless youth),4,all_persons,2021-10-01,2021-10-31,Q15,Homeless Situations,unknown_household_type,0
Place not meant for human habitation,265,all_persons,2021-10-01,2021-10-31,Q15,Homeless Situations,without_children,245
Place not meant for human habitation,265,all_persons,2021-10-01,2021-10-31,Q15,Homeless Situations,with_children_and_adults,20
Place not meant for human habitation,265,all_persons,2021-10-01,2021-10-31,Q15,Homeless Situations,with_only_children,0
Place not meant for human habitation,265,all_persons,2021-10-01,2021-10-31,Q15,Homeless Situations,unknown_household_type,0
Safe Haven,7,all_persons,2021-10-01,2021-10-31,Q15,Homeless Situations,without_children,6
Safe Haven,7,all_persons,2021-10-01,2021-10-31,Q15,Homeless Situations,with_children_and_adults,1
Safe Haven,7,all_persons,2021-10-01,2021-10-31,Q15,Homeless Situations,with_only_children,0
Safe Haven,7,all_persons,2021-10-01,2021-10-31,Q15,Homeless Situations,unknown_household_type,0
Host Home,0,all_persons,2021-10-01,2021-10-31,Q15,Homeless Situations,without_children,0
Host Home,0,all_persons,2021-10-01,2021-10-31,Q15,Homeless Situations,with_children_and_adults,0
Host Home,0,all_persons,2021-10-01,2021-10-31,Q15,Homeless Situations,with_only_children,0
Host Home,0,all_persons,2021-10-01,2021-10-31,Q15,Homeless Situations,unknown_household_type,0
Psychiatric hospital or other psychiatric facility,9,all_persons,2021-10-01,2021-10-31,Q15,Institutional Settings,without_children,9
Psychiatric hospital or other psychiatric facility,9,all_persons,2021-10-01,2021-10-31,Q15,Institutional Settings,with_children_and_adults,0
Psychiatric hospital or other psychiatric facility,9,all_persons,2021-10-01,2021-10-31,Q15,Institutional Settings,with_only_children,0
