conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_start,93
Mental Health Disorder,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_latest_assessment_for_stayers,78
Mental Health Disorder,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_exit_for_leavers,15
Alcohol Use Disorder,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_start,22
Alcohol Use Disorder,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_latest_assessment_for_stayers,18
Alcohol Use Disorder,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_exit_for_leavers,4
Drug Use Disorder,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_start,9
Drug Use Disorder,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_latest_assessment_for_stayers,8
Drug Use Disorder,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_exit_for_leavers,1
Both Alcohol and Drug Use Disorders,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_start,23
Both Alcohol and Drug Use Disorders,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_latest_assessment_for_stayers,20
Both Alcohol and Drug Use Disorders,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_exit_for_leavers,3
Chronic Health Condition,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_start,53
Chronic Health Condition,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_latest_assessment_for_stayers,45
Chronic Health Condition,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_exit_for_leavers,8
HIV/AIDS,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_start,3
HIV/AIDS,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_latest_assessment_for_stayers,3
HIV/AIDS,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_start,20
Development Disability,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_latest_assessment_for_stayers,19
Development Disability,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_exit_for_leavers,1
Physical Disability,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_start,52
Physical Disability,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_latest_assessment_for_stayers,44
Physical Disability,chronically_homeless,2021-10-01,2021-10-31,Q26e,conditions_at_exit_for_leavers,8
