ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),1313,all_persons,2021-10-01,2021-10-31,Q12b,without_children,875
Non-Hispanic/Non-Latin(a)(o)(x),1313,all_persons,2021-10-01,2021-10-31,Q12b,with_children_and_adults,405
Non-Hispanic/Non-Latin(a)(o)(x),1313,all_persons,2021-10-01,2021-10-31,Q12b,with_only_children,20
Non-Hispanic/Non-Latin(a)(o)(x),1313,all_persons,2021-10-01,2021-10-31,Q12b,unknown_household_type,13
Hispanic/Latin(a)(o)(x),148,all_persons,2021-10-01,2021-10-31,Q12b,without_children,49
Hispanic/Latin(a)(o)(x),148,all_persons,2021-10-01,2021-10-31,Q12b,with_children_and_adults,92
Hispanic/Latin(a)(o)(x),148,all_persons,2021-10-01,2021-10-31,Q12b,with_only_children,6
Hispanic/Latin(a)(o)(x),148,all_persons,2021-10-01,2021-10-31,Q12b,unknown_household_type,1
Client Doesn't Know/Client Refused,3,all_persons,2021-10-01,2021-10-31,Q12b,without_children,2
Client Doesn't Know/Client Refused,3,all_persons,2021-10-01,2021-10-31,Q12b,with_children_and_adults,1
Client Doesn't Know/Client Refused,3,all_persons,2021-10-01,2021-10-31,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,3,all_persons,2021-10-01,2021-10-31,Q12b,unknown_household_type,0
Data Not Collected,8,all_persons,2021-10-01,2021-10-31,Q12b,without_children,3
Data Not Collected,8,all_persons,2021-10-01,2021-10-31,Q12b,with_children_and_adults,2
Data Not Collected,8,all_persons,2021-10-01,2021-10-31,Q12b,with_only_children,0
Data Not Collected,8,all_persons,2021-10-01,2021-10-31,Q12b,unknown_household_type,3
