ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,163,all_households,2021-10-01,2021-10-31,Q26a,without_children,157
Chronically Homeless ,163,all_households,2021-10-01,2021-10-31,Q26a,with_children_and_adults,6
Chronically Homeless ,163,all_households,2021-10-01,2021-10-31,Q26a,with_only_children,0
Chronically Homeless ,163,all_households,2021-10-01,2021-10-31,Q26a,unknown_household_type,0
Not Chronically Homeless,707,all_households,2021-10-01,2021-10-31,Q26a,without_children,588
Not Chronically Homeless,707,all_households,2021-10-01,2021-10-31,Q26a,with_children_and_adults,117
Not Chronically Homeless,707,all_households,2021-10-01,2021-10-31,Q26a,with_only_children,1
Not Chronically Homeless,707,all_households,2021-10-01,2021-10-31,Q26a,unknown_household_type,1
Client Doesn't Know/Client Refused,17,all_households,2021-10-01,2021-10-31,Q26a,without_children,16
Client Doesn't Know/Client Refused,17,all_households,2021-10-01,2021-10-31,Q26a,with_children_and_adults,1
Client Doesn't Know/Client Refused,17,all_households,2021-10-01,2021-10-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,17,all_households,2021-10-01,2021-10-31,Q26a,unknown_household_type,0
Data Not Collected,40,all_households,2021-10-01,2021-10-31,Q26a,without_children,32
Data Not Collected,40,all_households,2021-10-01,2021-10-31,Q26a,with_children_and_adults,6
Data Not Collected,40,all_households,2021-10-01,2021-10-31,Q26a,with_only_children,0
Data Not Collected,40,all_households,2021-10-01,2021-10-31,Q26a,unknown_household_type,2
