persons_served,total,population,start_date,end_date,question,household_type,count
Adults,1141,all_persons,2021-10-01,2021-10-31,Q7a,without_children,929
Adults,1141,all_persons,2021-10-01,2021-10-31,Q7a,with_children_and_adults,207
Adults,1141,all_persons,2021-10-01,2021-10-31,Q7a,with_only_children,0
Adults,1141,all_persons,2021-10-01,2021-10-31,Q7a,unknown_household_type,5
Children,319,all_persons,2021-10-01,2021-10-31,Q7a,without_children,0
Children,319,all_persons,2021-10-01,2021-10-31,Q7a,with_children_and_adults,293
Children,319,all_persons,2021-10-01,2021-10-31,Q7a,with_only_children,26
Children,319,all_persons,2021-10-01,2021-10-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2021-10-01,2021-10-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,2,all_persons,2021-10-01,2021-10-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2021-10-01,2021-10-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2021-10-01,2021-10-31,Q7a,unknown_household_type,2
Data Not Collected,10,all_persons,2021-10-01,2021-10-31,Q7a,without_children,0
Data Not Collected,10,all_persons,2021-10-01,2021-10-31,Q7a,with_children_and_adults,0
Data Not Collected,10,all_persons,2021-10-01,2021-10-31,Q7a,with_only_children,0
Data Not Collected,10,all_persons,2021-10-01,2021-10-31,Q7a,unknown_household_type,10
For PSH and RRH - the total persons served who moved into housing,129,all_persons,2021-10-01,2021-10-31,Q7a,without_children,83
For PSH and RRH - the total persons served who moved into housing,129,all_persons,2021-10-01,2021-10-31,Q7a,with_children_and_adults,46
For PSH and RRH - the total persons served who moved into housing,129,all_persons,2021-10-01,2021-10-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,129,all_persons,2021-10-01,2021-10-31,Q7a,unknown_household_type,0
