number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,203
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,8
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,34
Adults with Only Other Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,210
Adults with Only Other Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,38
Adults with Only Other Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,27
Adults with Both Earned and Other Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,27
Adults with Both Earned and Other Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,4
Adults with No Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,655
Adults with No Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,13
Adults with No Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,135
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,2
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,40
Adults with Missing Income Information,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,8
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,501
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,373
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,1141
Total Adults,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,933
Total Adults,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,208
1 or More Source of Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,499
1 or More Source of Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,47
1 or More Source of Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,75
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,59
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,0
