dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,43,all_persons,2021-10-01,2021-10-31,Q14b,without_children,28
Yes,43,all_persons,2021-10-01,2021-10-31,Q14b,with_children_and_adults,15
Yes,43,all_persons,2021-10-01,2021-10-31,Q14b,with_only_children,0
Yes,43,all_persons,2021-10-01,2021-10-31,Q14b,unknown_household_type,0
No,189,all_persons,2021-10-01,2021-10-31,Q14b,without_children,149
No,189,all_persons,2021-10-01,2021-10-31,Q14b,with_children_and_adults,40
No,189,all_persons,2021-10-01,2021-10-31,Q14b,with_only_children,0
No,189,all_persons,2021-10-01,2021-10-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2021-10-01,2021-10-31,Q14b,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2021-10-01,2021-10-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2021-10-01,2021-10-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2021-10-01,2021-10-31,Q14b,unknown_household_type,0
Data Not Collected,13,all_persons,2021-10-01,2021-10-31,Q14b,without_children,12
Data Not Collected,13,all_persons,2021-10-01,2021-10-31,Q14b,with_children_and_adults,1
Data Not Collected,13,all_persons,2021-10-01,2021-10-31,Q14b,with_only_children,0
Data Not Collected,13,all_persons,2021-10-01,2021-10-31,Q14b,unknown_household_type,0
