count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,193,47,86,all_persons,2015-06-01,2015-06-30,Q13c2,without_children,58
None,193,47,86,all_persons,2015-06-01,2015-06-30,Q13c2,with_only_children,2
None,193,47,86,all_persons,2015-06-01,2015-06-30,Q13c2,unknown_household_type,0
1 Condition,88,13,6,all_persons,2015-06-01,2015-06-30,Q13c2,without_children,69
1 Condition,88,13,6,all_persons,2015-06-01,2015-06-30,Q13c2,with_only_children,0
1 Condition,88,13,6,all_persons,2015-06-01,2015-06-30,Q13c2,unknown_household_type,0
2 Conditions,48,3,4,all_persons,2015-06-01,2015-06-30,Q13c2,without_children,41
2 Conditions,48,3,4,all_persons,2015-06-01,2015-06-30,Q13c2,with_only_children,0
2 Conditions,48,3,4,all_persons,2015-06-01,2015-06-30,Q13c2,unknown_household_type,0
3+ Conditions,27,2,1,all_persons,2015-06-01,2015-06-30,Q13c2,without_children,24
3+ Conditions,27,2,1,all_persons,2015-06-01,2015-06-30,Q13c2,with_only_children,0
3+ Conditions,27,2,1,all_persons,2015-06-01,2015-06-30,Q13c2,unknown_household_type,0
Condition Unknown,5,1,2,all_persons,2015-06-01,2015-06-30,Q13c2,without_children,2
Condition Unknown,5,1,2,all_persons,2015-06-01,2015-06-30,Q13c2,with_only_children,0
Condition Unknown,5,1,2,all_persons,2015-06-01,2015-06-30,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2015-06-01,2015-06-30,Q13c2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2015-06-01,2015-06-30,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2015-06-01,2015-06-30,Q13c2,unknown_household_type,0
Data Not Collected,5,0,1,all_persons,2015-06-01,2015-06-30,Q13c2,without_children,2
Data Not Collected,5,0,1,all_persons,2015-06-01,2015-06-30,Q13c2,with_only_children,0
Data Not Collected,5,0,1,all_persons,2015-06-01,2015-06-30,Q13c2,unknown_household_type,2
