count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_entry,211
No Sources,all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,3
No Sources,all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_exit_for_leavers,60
1 + Source(s),all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_entry,135
1 + Source(s),all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,15
1 + Source(s),all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_exit_for_leavers,56
Client Doesn't Know/Client Refused,all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_entry,35
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,245
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_exit_for_leavers,2
