ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),489,all_persons,2015-06-01,2015-06-30,Q12b,without_children,249
Non-Hispanic/Non-Latin(a)(o)(x),489,all_persons,2015-06-01,2015-06-30,Q12b,with_children_and_adults,237
Non-Hispanic/Non-Latin(a)(o)(x),489,all_persons,2015-06-01,2015-06-30,Q12b,with_only_children,2
Non-Hispanic/Non-Latin(a)(o)(x),489,all_persons,2015-06-01,2015-06-30,Q12b,unknown_household_type,1
Hispanic/Latin(a)(o)(x),43,all_persons,2015-06-01,2015-06-30,Q12b,without_children,23
Hispanic/Latin(a)(o)(x),43,all_persons,2015-06-01,2015-06-30,Q12b,with_children_and_adults,20
Hispanic/Latin(a)(o)(x),43,all_persons,2015-06-01,2015-06-30,Q12b,with_only_children,0
Hispanic/Latin(a)(o)(x),43,all_persons,2015-06-01,2015-06-30,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2015-06-01,2015-06-30,Q12b,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2015-06-01,2015-06-30,Q12b,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2015-06-01,2015-06-30,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2015-06-01,2015-06-30,Q12b,unknown_household_type,0
Data Not Collected,1,all_persons,2015-06-01,2015-06-30,Q12b,without_children,0
Data Not Collected,1,all_persons,2015-06-01,2015-06-30,Q12b,with_children_and_adults,0
Data Not Collected,1,all_persons,2015-06-01,2015-06-30,Q12b,with_only_children,0
Data Not Collected,1,all_persons,2015-06-01,2015-06-30,Q12b,unknown_household_type,1
