income_sources,population,start_date,end_date,question,status,count
Earned Income,adults,2015-06-01,2015-06-30,Q17,income_at_start,116
Earned Income,adults,2015-06-01,2015-06-30,Q17,income_at_latest_annual_assessment_for_stayers,2
Earned Income,adults,2015-06-01,2015-06-30,Q17,income_at_exit_for_leavers,44
Unemployment Insurance,adults,2015-06-01,2015-06-30,Q17,income_at_start,2
Unemployment Insurance,adults,2015-06-01,2015-06-30,Q17,income_at_latest_annual_assessment_for_stayers,1
Unemployment Insurance,adults,2015-06-01,2015-06-30,Q17,income_at_exit_for_leavers,1
Supplemental Security Income (SSI),adults,2015-06-01,2015-06-30,Q17,income_at_start,41
Supplemental Security Income (SSI),adults,2015-06-01,2015-06-30,Q17,income_at_latest_annual_assessment_for_stayers,11
Supplemental Security Income (SSI),adults,2015-06-01,2015-06-30,Q17,income_at_exit_for_leavers,13
Social Security Disability Insurance (SSDI),adults,2015-06-01,2015-06-30,Q17,income_at_start,52
Social Security Disability Insurance (SSDI),adults,2015-06-01,2015-06-30,Q17,income_at_latest_annual_assessment_for_stayers,6
Social Security Disability Insurance (SSDI),adults,2015-06-01,2015-06-30,Q17,income_at_exit_for_leavers,20
VA Service - Connected Disability Compensation,adults,2015-06-01,2015-06-30,Q17,income_at_start,1
VA Service - Connected Disability Compensation,adults,2015-06-01,2015-06-30,Q17,income_at_latest_annual_assessment_for_stayers,0
VA Service - Connected Disability Compensation,adults,2015-06-01,2015-06-30,Q17,income_at_exit_for_leavers,0
VA Non-Service Connected Disability Pension,adults,2015-06-01,2015-06-30,Q17,income_at_start,0
VA Non-Service Connected Disability Pension,adults,2015-06-01,2015-06-30,Q17,income_at_latest_annual_assessment_for_stayers,0
VA Non-Service Connected Disability Pension,adults,2015-06-01,2015-06-30,Q17,income_at_exit_for_leavers,0
Private Disability Insurance,adults,2015-06-01,2015-06-30,Q17,income_at_start,2
Private Disability Insurance,adults,2015-06-01,2015-06-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Private Disability Insurance,adults,2015-06-01,2015-06-30,Q17,income_at_exit_for_leavers,1
Worker's Compensation,adults,2015-06-01,2015-06-30,Q17,income_at_start,0
Worker's Compensation,adults,2015-06-01,2015-06-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Worker's Compensation,adults,2015-06-01,2015-06-30,Q17,income_at_exit_for_leavers,0
Temporary Assistance for Needy Families (TANF),adults,2015-06-01,2015-06-30,Q17,income_at_start,4
Temporary Assistance for Needy Families (TANF),adults,2015-06-01,2015-06-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Temporary Assistance for Needy Families (TANF),adults,2015-06-01,2015-06-30,Q17,income_at_exit_for_leavers,0
General Assistance (GA),adults,2015-06-01,2015-06-30,Q17,income_at_start,0
General Assistance (GA),adults,2015-06-01,2015-06-30,Q17,income_at_latest_annual_assessment_for_stayers,0
General Assistance (GA),adults,2015-06-01,2015-06-30,Q17,income_at_exit_for_leavers,0
Retirement Income from Social Security,adults,2015-06-01,2015-06-30,Q17,income_at_start,3
Retirement Income from Social Security,adults,2015-06-01,2015-06-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Retirement Income from Social Security,adults,2015-06-01,2015-06-30,Q17,income_at_exit_for_leavers,0
Pension or retirement income from a former job,adults,2015-06-01,2015-06-30,Q17,income_at_start,1
Pension or retirement income from a former job,adults,2015-06-01,2015-06-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Pension or retirement income from a former job,adults,2015-06-01,2015-06-30,Q17,income_at_exit_for_leavers,1
Child Support,adults,2015-06-01,2015-06-30,Q17,income_at_start,11
Child Support,adults,2015-06-01,2015-06-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Child Support,adults,2015-06-01,2015-06-30,Q17,income_at_exit_for_leavers,3
Alimony and other spousal support,adults,2015-06-01,2015-06-30,Q17,income_at_start,0
Alimony and other spousal support,adults,2015-06-01,2015-06-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Alimony and other spousal support,adults,2015-06-01,2015-06-30,Q17,income_at_exit_for_leavers,0
Other Source,adults,2015-06-01,2015-06-30,Q17,income_at_start,4
Other Source,adults,2015-06-01,2015-06-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Other Source,adults,2015-06-01,2015-06-30,Q17,income_at_exit_for_leavers,2
Adults with Income Information at Start and Annual Assessment/Exit,adults,2015-06-01,2015-06-30,Q17,income_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,adults,2015-06-01,2015-06-30,Q17,income_at_latest_annual_assessment_for_stayers,19
Adults with Income Information at Start and Annual Assessment/Exit,adults,2015-06-01,2015-06-30,Q17,income_at_exit_for_leavers,0
