ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,17,all_households,2015-06-01,2015-06-30,Q26a,without_children,17
Chronically Homeless ,17,all_households,2015-06-01,2015-06-30,Q26a,with_children_and_adults,0
Chronically Homeless ,17,all_households,2015-06-01,2015-06-30,Q26a,with_only_children,0
Chronically Homeless ,17,all_households,2015-06-01,2015-06-30,Q26a,unknown_household_type,0
Not Chronically Homeless,206,all_households,2015-06-01,2015-06-30,Q26a,without_children,149
Not Chronically Homeless,206,all_households,2015-06-01,2015-06-30,Q26a,with_children_and_adults,57
Not Chronically Homeless,206,all_households,2015-06-01,2015-06-30,Q26a,with_only_children,0
Not Chronically Homeless,206,all_households,2015-06-01,2015-06-30,Q26a,unknown_household_type,0
Client Doesn't Know/Client Refused,3,all_households,2015-06-01,2015-06-30,Q26a,without_children,3
Client Doesn't Know/Client Refused,3,all_households,2015-06-01,2015-06-30,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,3,all_households,2015-06-01,2015-06-30,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,3,all_households,2015-06-01,2015-06-30,Q26a,unknown_household_type,0
Data Not Collected,78,all_households,2015-06-01,2015-06-30,Q26a,without_children,64
Data Not Collected,78,all_households,2015-06-01,2015-06-30,Q26a,with_children_and_adults,14
Data Not Collected,78,all_households,2015-06-01,2015-06-30,Q26a,with_only_children,0
Data Not Collected,78,all_households,2015-06-01,2015-06-30,Q26a,unknown_household_type,0
