dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,0,all_persons,2015-06-01,2015-06-30,Q14b,without_children,0
Yes,0,all_persons,2015-06-01,2015-06-30,Q14b,with_children_and_adults,0
Yes,0,all_persons,2015-06-01,2015-06-30,Q14b,with_only_children,0
Yes,0,all_persons,2015-06-01,2015-06-30,Q14b,unknown_household_type,0
No,8,all_persons,2015-06-01,2015-06-30,Q14b,without_children,4
No,8,all_persons,2015-06-01,2015-06-30,Q14b,with_children_and_adults,4
No,8,all_persons,2015-06-01,2015-06-30,Q14b,with_only_children,0
No,8,all_persons,2015-06-01,2015-06-30,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-06-01,2015-06-30,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-06-01,2015-06-30,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-06-01,2015-06-30,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-06-01,2015-06-30,Q14b,unknown_household_type,0
Data Not Collected,31,all_persons,2015-06-01,2015-06-30,Q14b,without_children,17
Data Not Collected,31,all_persons,2015-06-01,2015-06-30,Q14b,with_children_and_adults,14
Data Not Collected,31,all_persons,2015-06-01,2015-06-30,Q14b,with_only_children,0
Data Not Collected,31,all_persons,2015-06-01,2015-06-30,Q14b,unknown_household_type,0
