veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,0,all_persons,2015-06-01,2015-06-30,Q25a,without_children,0
Chronically Homeless Veteran,0,all_persons,2015-06-01,2015-06-30,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,0,all_persons,2015-06-01,2015-06-30,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,10,all_persons,2015-06-01,2015-06-30,Q25a,without_children,7
Non-Chronically Homeless Veteran,10,all_persons,2015-06-01,2015-06-30,Q25a,with_children_and_adults,3
Non-Chronically Homeless Veteran,10,all_persons,2015-06-01,2015-06-30,Q25a,unknown_household_type,0
Not a Veteran,364,all_persons,2015-06-01,2015-06-30,Q25a,without_children,260
Not a Veteran,364,all_persons,2015-06-01,2015-06-30,Q25a,with_children_and_adults,103
Not a Veteran,364,all_persons,2015-06-01,2015-06-30,Q25a,unknown_household_type,1
Client Doesn't Know/Client Refused,2,all_persons,2015-06-01,2015-06-30,Q25a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2015-06-01,2015-06-30,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2015-06-01,2015-06-30,Q25a,unknown_household_type,0
Data Not Collected,5,all_persons,2015-06-01,2015-06-30,Q25a,without_children,5
Data Not Collected,5,all_persons,2015-06-01,2015-06-30,Q25a,with_children_and_adults,0
Data Not Collected,5,all_persons,2015-06-01,2015-06-30,Q25a,unknown_household_type,0
