veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,0,all_households,2015-06-01,2015-06-30,Q25b,without_children,0
Chronically Homeless Veteran,0,all_households,2015-06-01,2015-06-30,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,0,all_households,2015-06-01,2015-06-30,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,9,all_households,2015-06-01,2015-06-30,Q25b,without_children,7
Non-Chronically Homeless Veteran,9,all_households,2015-06-01,2015-06-30,Q25b,with_children_and_adults,2
Non-Chronically Homeless Veteran,9,all_households,2015-06-01,2015-06-30,Q25b,unknown_household_type,0
Not a Veteran,281,all_households,2015-06-01,2015-06-30,Q25b,without_children,216
Not a Veteran,281,all_households,2015-06-01,2015-06-30,Q25b,with_children_and_adults,65
Not a Veteran,281,all_households,2015-06-01,2015-06-30,Q25b,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_households,2015-06-01,2015-06-30,Q25b,without_children,2
Client Doesn't Know/Client Refused,2,all_households,2015-06-01,2015-06-30,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_households,2015-06-01,2015-06-30,Q25b,unknown_household_type,0
Data Not Collected,5,all_households,2015-06-01,2015-06-30,Q25b,without_children,5
Data Not Collected,5,all_households,2015-06-01,2015-06-30,Q25b,with_children_and_adults,0
Data Not Collected,5,all_households,2015-06-01,2015-06-30,Q25b,unknown_household_type,0
