persons_served,total,population,start_date,end_date,question,household_type,count
Adults,381,all_persons,2015-06-01,2015-06-30,Q7a,without_children,274
Adults,381,all_persons,2015-06-01,2015-06-30,Q7a,with_children_and_adults,106
Adults,381,all_persons,2015-06-01,2015-06-30,Q7a,with_only_children,0
Adults,381,all_persons,2015-06-01,2015-06-30,Q7a,unknown_household_type,1
Children,153,all_persons,2015-06-01,2015-06-30,Q7a,without_children,0
Children,153,all_persons,2015-06-01,2015-06-30,Q7a,with_children_and_adults,151
Children,153,all_persons,2015-06-01,2015-06-30,Q7a,with_only_children,2
Children,153,all_persons,2015-06-01,2015-06-30,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-06-01,2015-06-30,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-06-01,2015-06-30,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-06-01,2015-06-30,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-06-01,2015-06-30,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2015-06-01,2015-06-30,Q7a,without_children,0
Data Not Collected,1,all_persons,2015-06-01,2015-06-30,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2015-06-01,2015-06-30,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2015-06-01,2015-06-30,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,121,all_persons,2015-06-01,2015-06-30,Q7a,without_children,74
For PSH and RRH - the total persons served who moved into housing,121,all_persons,2015-06-01,2015-06-30,Q7a,with_children_and_adults,47
For PSH and RRH - the total persons served who moved into housing,121,all_persons,2015-06-01,2015-06-30,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,121,all_persons,2015-06-01,2015-06-30,Q7a,unknown_household_type,0
