income_range,population,start_date,end_date,question,status,count
No Income,adults,2016-12-01,2016-12-31,Q16,income_at_start,173
No Income,adults,2016-12-01,2016-12-31,Q16,income_at_latest_annual_assessment_for_stayers,6
No Income,adults,2016-12-01,2016-12-31,Q16,income_at_exit_for_leavers,53
$1 -  $150,adults,2016-12-01,2016-12-31,Q16,income_at_start,2
$1 -  $150,adults,2016-12-01,2016-12-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2016-12-01,2016-12-31,Q16,income_at_exit_for_leavers,0
$151 - $250,adults,2016-12-01,2016-12-31,Q16,income_at_start,3
$151 - $250,adults,2016-12-01,2016-12-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2016-12-01,2016-12-31,Q16,income_at_exit_for_leavers,1
$251 - $500,adults,2016-12-01,2016-12-31,Q16,income_at_start,20
$251 - $500,adults,2016-12-01,2016-12-31,Q16,income_at_latest_annual_assessment_for_stayers,1
$251 - $500,adults,2016-12-01,2016-12-31,Q16,income_at_exit_for_leavers,6
$501 - $1000,adults,2016-12-01,2016-12-31,Q16,income_at_start,99
$501 - $1000,adults,2016-12-01,2016-12-31,Q16,income_at_latest_annual_assessment_for_stayers,7
$501 - $1000,adults,2016-12-01,2016-12-31,Q16,income_at_exit_for_leavers,17
$1001 - $1500,adults,2016-12-01,2016-12-31,Q16,income_at_start,76
$1001 - $1500,adults,2016-12-01,2016-12-31,Q16,income_at_latest_annual_assessment_for_stayers,9
$1001 - $1500,adults,2016-12-01,2016-12-31,Q16,income_at_exit_for_leavers,16
$1501 - $2000,adults,2016-12-01,2016-12-31,Q16,income_at_start,33
$1501 - $2000,adults,2016-12-01,2016-12-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$1501 - $2000,adults,2016-12-01,2016-12-31,Q16,income_at_exit_for_leavers,10
$2001+,adults,2016-12-01,2016-12-31,Q16,income_at_start,47
$2001+,adults,2016-12-01,2016-12-31,Q16,income_at_latest_annual_assessment_for_stayers,1
$2001+,adults,2016-12-01,2016-12-31,Q16,income_at_exit_for_leavers,13
Client Doesn't Know/Client Refused,adults,2016-12-01,2016-12-31,Q16,income_at_start,0
Client Doesn't Know/Client Refused,adults,2016-12-01,2016-12-31,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2016-12-01,2016-12-31,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2016-12-01,2016-12-31,Q16,income_at_start,43
Data Not Collected,adults,2016-12-01,2016-12-31,Q16,income_at_latest_annual_assessment_for_stayers,1
Data Not Collected,adults,2016-12-01,2016-12-31,Q16,income_at_exit_for_leavers,8
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2016-12-01,2016-12-31,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2016-12-01,2016-12-31,Q16,income_at_latest_annual_assessment_for_stayers,262
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2016-12-01,2016-12-31,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2016-12-01,2016-12-31,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2016-12-01,2016-12-31,Q16,income_at_latest_annual_assessment_for_stayers,85
Number of Adult Stayers without Required Annual Assessment,adults,2016-12-01,2016-12-31,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2016-12-01,2016-12-31,Q16,income_at_start,496
Total Adults,adults,2016-12-01,2016-12-31,Q16,income_at_latest_annual_assessment_for_stayers,372
Total Adults,adults,2016-12-01,2016-12-31,Q16,income_at_exit_for_leavers,124
