count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2016-12-01,2016-12-31,Q20b,benefit_at_entry,320
No Sources,all_persons,2016-12-01,2016-12-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,9
No Sources,all_persons,2016-12-01,2016-12-31,Q20b,benefit_at_exit_for_leavers,87
1 + Source(s),all_persons,2016-12-01,2016-12-31,Q20b,benefit_at_entry,148
1 + Source(s),all_persons,2016-12-01,2016-12-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,15
1 + Source(s),all_persons,2016-12-01,2016-12-31,Q20b,benefit_at_exit_for_leavers,32
Client Doesn't Know/Client Refused,all_persons,2016-12-01,2016-12-31,Q20b,benefit_at_entry,1
Client Doesn't Know/Client Refused,all_persons,2016-12-01,2016-12-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2016-12-01,2016-12-31,Q20b,benefit_at_exit_for_leavers,1
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-12-01,2016-12-31,Q20b,benefit_at_entry,27
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-12-01,2016-12-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,348
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-12-01,2016-12-31,Q20b,benefit_at_exit_for_leavers,4
