dv_history,total,population,start_date,end_date,question,household_type,count
Yes,70,all_persons,2016-12-01,2016-12-31,Q14a,without_children,38
Yes,70,all_persons,2016-12-01,2016-12-31,Q14a,with_children_and_adults,32
Yes,70,all_persons,2016-12-01,2016-12-31,Q14a,with_only_children,0
Yes,70,all_persons,2016-12-01,2016-12-31,Q14a,unknown_household_type,0
No,393,all_persons,2016-12-01,2016-12-31,Q14a,without_children,274
No,393,all_persons,2016-12-01,2016-12-31,Q14a,with_children_and_adults,119
No,393,all_persons,2016-12-01,2016-12-31,Q14a,with_only_children,0
No,393,all_persons,2016-12-01,2016-12-31,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,4,all_persons,2016-12-01,2016-12-31,Q14a,without_children,4
Client Doesn't Know/Client Refused,4,all_persons,2016-12-01,2016-12-31,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,4,all_persons,2016-12-01,2016-12-31,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,4,all_persons,2016-12-01,2016-12-31,Q14a,unknown_household_type,0
Data Not Collected,29,all_persons,2016-12-01,2016-12-31,Q14a,without_children,27
Data Not Collected,29,all_persons,2016-12-01,2016-12-31,Q14a,with_children_and_adults,1
Data Not Collected,29,all_persons,2016-12-01,2016-12-31,Q14a,with_only_children,0
Data Not Collected,29,all_persons,2016-12-01,2016-12-31,Q14a,unknown_household_type,1
