persons_served,total,population,start_date,end_date,question,household_type,count
Adults,496,all_persons,2016-12-01,2016-12-31,Q7a,without_children,343
Adults,496,all_persons,2016-12-01,2016-12-31,Q7a,with_children_and_adults,152
Adults,496,all_persons,2016-12-01,2016-12-31,Q7a,with_only_children,0
Adults,496,all_persons,2016-12-01,2016-12-31,Q7a,unknown_household_type,1
Children,238,all_persons,2016-12-01,2016-12-31,Q7a,without_children,0
Children,238,all_persons,2016-12-01,2016-12-31,Q7a,with_children_and_adults,229
Children,238,all_persons,2016-12-01,2016-12-31,Q7a,with_only_children,9
Children,238,all_persons,2016-12-01,2016-12-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2016-12-01,2016-12-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-12-01,2016-12-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2016-12-01,2016-12-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-12-01,2016-12-31,Q7a,unknown_household_type,0
Data Not Collected,2,all_persons,2016-12-01,2016-12-31,Q7a,without_children,0
Data Not Collected,2,all_persons,2016-12-01,2016-12-31,Q7a,with_children_and_adults,0
Data Not Collected,2,all_persons,2016-12-01,2016-12-31,Q7a,with_only_children,0
Data Not Collected,2,all_persons,2016-12-01,2016-12-31,Q7a,unknown_household_type,2
For PSH and RRH - the total persons served who moved into housing,146,all_persons,2016-12-01,2016-12-31,Q7a,without_children,73
For PSH and RRH - the total persons served who moved into housing,146,all_persons,2016-12-01,2016-12-31,Q7a,with_children_and_adults,73
For PSH and RRH - the total persons served who moved into housing,146,all_persons,2016-12-01,2016-12-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,146,all_persons,2016-12-01,2016-12-31,Q7a,unknown_household_type,0
