conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_start,35
Mental Health Disorder,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_latest_assessment_for_stayers,32
Mental Health Disorder,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_exit_for_leavers,3
Alcohol Use Disorder,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_start,10
Alcohol Use Disorder,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_latest_assessment_for_stayers,9
Alcohol Use Disorder,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_exit_for_leavers,1
Drug Use Disorder,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_start,2
Drug Use Disorder,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_latest_assessment_for_stayers,2
Drug Use Disorder,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_start,5
Both Alcohol and Drug Use Disorders,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_latest_assessment_for_stayers,5
Both Alcohol and Drug Use Disorders,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_exit_for_leavers,0
Chronic Health Condition,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_start,21
Chronic Health Condition,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_latest_assessment_for_stayers,21
Chronic Health Condition,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_exit_for_leavers,0
HIV/AIDS,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_start,0
HIV/AIDS,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_latest_assessment_for_stayers,0
HIV/AIDS,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_start,3
Development Disability,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_latest_assessment_for_stayers,3
Development Disability,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_exit_for_leavers,0
Physical Disability,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_start,23
Physical Disability,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_latest_assessment_for_stayers,20
Physical Disability,chronically_homeless,2016-12-01,2016-12-31,Q26e,conditions_at_exit_for_leavers,3
