conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,27,10,2,exit,2016-12-01,2016-12-31,Q13b1,without_children,15
Mental Health Disorder,27,10,2,exit,2016-12-01,2016-12-31,Q13b1,with_only_children,0
Mental Health Disorder,27,10,2,exit,2016-12-01,2016-12-31,Q13b1,unknown_household_type,0
Alcohol Use Disorder,3,1,0,exit,2016-12-01,2016-12-31,Q13b1,without_children,2
Alcohol Use Disorder,3,1,0,exit,2016-12-01,2016-12-31,Q13b1,with_only_children,0
Alcohol Use Disorder,3,1,0,exit,2016-12-01,2016-12-31,Q13b1,unknown_household_type,0
Drug Use Disorder,3,0,0,exit,2016-12-01,2016-12-31,Q13b1,without_children,3
Drug Use Disorder,3,0,0,exit,2016-12-01,2016-12-31,Q13b1,with_only_children,0
Drug Use Disorder,3,0,0,exit,2016-12-01,2016-12-31,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,4,0,0,exit,2016-12-01,2016-12-31,Q13b1,without_children,4
Both Alcohol and Drug Use Disorders,4,0,0,exit,2016-12-01,2016-12-31,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,4,0,0,exit,2016-12-01,2016-12-31,Q13b1,unknown_household_type,0
Chronic Health Condition,12,5,4,exit,2016-12-01,2016-12-31,Q13b1,without_children,3
Chronic Health Condition,12,5,4,exit,2016-12-01,2016-12-31,Q13b1,with_only_children,0
Chronic Health Condition,12,5,4,exit,2016-12-01,2016-12-31,Q13b1,unknown_household_type,0
HIV/AIDS,1,0,0,exit,2016-12-01,2016-12-31,Q13b1,without_children,1
HIV/AIDS,1,0,0,exit,2016-12-01,2016-12-31,Q13b1,with_only_children,0
HIV/AIDS,1,0,0,exit,2016-12-01,2016-12-31,Q13b1,unknown_household_type,0
Development Disability,7,0,5,exit,2016-12-01,2016-12-31,Q13b1,without_children,2
Development Disability,7,0,5,exit,2016-12-01,2016-12-31,Q13b1,with_only_children,0
Development Disability,7,0,5,exit,2016-12-01,2016-12-31,Q13b1,unknown_household_type,0
Physical Disability,23,5,4,exit,2016-12-01,2016-12-31,Q13b1,without_children,14
Physical Disability,23,5,4,exit,2016-12-01,2016-12-31,Q13b1,with_only_children,0
Physical Disability,23,5,4,exit,2016-12-01,2016-12-31,Q13b1,unknown_household_type,0
