ch_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,57,all_persons,2016-12-01,2016-12-31,Q26b,without_children,57
Chronically Homeless ,57,all_persons,2016-12-01,2016-12-31,Q26b,with_children_and_adults,0
Chronically Homeless ,57,all_persons,2016-12-01,2016-12-31,Q26b,with_only_children,0
Chronically Homeless ,57,all_persons,2016-12-01,2016-12-31,Q26b,unknown_household_type,0
Not Chronically Homeless,640,all_persons,2016-12-01,2016-12-31,Q26b,without_children,251
Not Chronically Homeless,640,all_persons,2016-12-01,2016-12-31,Q26b,with_children_and_adults,379
Not Chronically Homeless,640,all_persons,2016-12-01,2016-12-31,Q26b,with_only_children,9
Not Chronically Homeless,640,all_persons,2016-12-01,2016-12-31,Q26b,unknown_household_type,1
Client Doesn't Know/Client Refused,4,all_persons,2016-12-01,2016-12-31,Q26b,without_children,4
Client Doesn't Know/Client Refused,4,all_persons,2016-12-01,2016-12-31,Q26b,with_children_and_adults,0
Client Doesn't Know/Client Refused,4,all_persons,2016-12-01,2016-12-31,Q26b,with_only_children,0
Client Doesn't Know/Client Refused,4,all_persons,2016-12-01,2016-12-31,Q26b,unknown_household_type,0
Data Not Collected,35,all_persons,2016-12-01,2016-12-31,Q26b,without_children,31
Data Not Collected,35,all_persons,2016-12-01,2016-12-31,Q26b,with_children_and_adults,2
Data Not Collected,35,all_persons,2016-12-01,2016-12-31,Q26b,with_only_children,0
Data Not Collected,35,all_persons,2016-12-01,2016-12-31,Q26b,unknown_household_type,2
