conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,144,28,5,start,2016-12-01,2016-12-31,Q13a1,without_children,111
Mental Health Disorder,144,28,5,start,2016-12-01,2016-12-31,Q13a1,with_only_children,0
Mental Health Disorder,144,28,5,start,2016-12-01,2016-12-31,Q13a1,unknown_household_type,0
Alcohol Use Disorder,23,2,0,start,2016-12-01,2016-12-31,Q13a1,without_children,21
Alcohol Use Disorder,23,2,0,start,2016-12-01,2016-12-31,Q13a1,with_only_children,0
Alcohol Use Disorder,23,2,0,start,2016-12-01,2016-12-31,Q13a1,unknown_household_type,0
Drug Use Disorder,17,6,0,start,2016-12-01,2016-12-31,Q13a1,without_children,11
Drug Use Disorder,17,6,0,start,2016-12-01,2016-12-31,Q13a1,with_only_children,0
Drug Use Disorder,17,6,0,start,2016-12-01,2016-12-31,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,20,1,0,start,2016-12-01,2016-12-31,Q13a1,without_children,19
Both Alcohol and Drug Use Disorders,20,1,0,start,2016-12-01,2016-12-31,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,20,1,0,start,2016-12-01,2016-12-31,Q13a1,unknown_household_type,0
Chronic Health Condition,69,11,6,start,2016-12-01,2016-12-31,Q13a1,without_children,52
Chronic Health Condition,69,11,6,start,2016-12-01,2016-12-31,Q13a1,with_only_children,0
Chronic Health Condition,69,11,6,start,2016-12-01,2016-12-31,Q13a1,unknown_household_type,0
HIV/AIDS,92,1,0,start,2016-12-01,2016-12-31,Q13a1,without_children,91
HIV/AIDS,92,1,0,start,2016-12-01,2016-12-31,Q13a1,with_only_children,0
HIV/AIDS,92,1,0,start,2016-12-01,2016-12-31,Q13a1,unknown_household_type,0
Development Disability,28,4,11,start,2016-12-01,2016-12-31,Q13a1,without_children,13
Development Disability,28,4,11,start,2016-12-01,2016-12-31,Q13a1,with_only_children,0
Development Disability,28,4,11,start,2016-12-01,2016-12-31,Q13a1,unknown_household_type,0
Physical Disability,92,15,9,start,2016-12-01,2016-12-31,Q13a1,without_children,68
Physical Disability,92,15,9,start,2016-12-01,2016-12-31,Q13a1,with_only_children,0
Physical Disability,92,15,9,start,2016-12-01,2016-12-31,Q13a1,unknown_household_type,0
