health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2016-12-01,2016-12-31,Q21,at_start,339
MEDICAID,all_persons,2016-12-01,2016-12-31,Q21,at_annual_assessment_for_stayers,20
MEDICAID,all_persons,2016-12-01,2016-12-31,Q21,at_exit_for_leavers,93
MEDICARE,all_persons,2016-12-01,2016-12-31,Q21,at_start,82
MEDICARE,all_persons,2016-12-01,2016-12-31,Q21,at_annual_assessment_for_stayers,8
MEDICARE,all_persons,2016-12-01,2016-12-31,Q21,at_exit_for_leavers,10
State Children's Health Insurance Program,all_persons,2016-12-01,2016-12-31,Q21,at_start,0
State Children's Health Insurance Program,all_persons,2016-12-01,2016-12-31,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2016-12-01,2016-12-31,Q21,at_exit_for_leavers,0
Veteran's Administration (VA) Medical Services,all_persons,2016-12-01,2016-12-31,Q21,at_start,10
Veteran's Administration (VA) Medical Services,all_persons,2016-12-01,2016-12-31,Q21,at_annual_assessment_for_stayers,1
Veteran's Administration (VA) Medical Services,all_persons,2016-12-01,2016-12-31,Q21,at_exit_for_leavers,1
Employer - Provided Health Insurance,all_persons,2016-12-01,2016-12-31,Q21,at_start,28
Employer - Provided Health Insurance,all_persons,2016-12-01,2016-12-31,Q21,at_annual_assessment_for_stayers,0
Employer - Provided Health Insurance,all_persons,2016-12-01,2016-12-31,Q21,at_exit_for_leavers,13
Health Insurance obtained through COBRA,all_persons,2016-12-01,2016-12-31,Q21,at_start,0
Health Insurance obtained through COBRA,all_persons,2016-12-01,2016-12-31,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2016-12-01,2016-12-31,Q21,at_exit_for_leavers,0
Private Pay Health Insurance,all_persons,2016-12-01,2016-12-31,Q21,at_start,30
Private Pay Health Insurance,all_persons,2016-12-01,2016-12-31,Q21,at_annual_assessment_for_stayers,2
Private Pay Health Insurance,all_persons,2016-12-01,2016-12-31,Q21,at_exit_for_leavers,0
State Health Insurance for Adults,all_persons,2016-12-01,2016-12-31,Q21,at_start,7
State Health Insurance for Adults,all_persons,2016-12-01,2016-12-31,Q21,at_annual_assessment_for_stayers,0
State Health Insurance for Adults,all_persons,2016-12-01,2016-12-31,Q21,at_exit_for_leavers,0
Indian Health Services Program,all_persons,2016-12-01,2016-12-31,Q21,at_start,2
Indian Health Services Program,all_persons,2016-12-01,2016-12-31,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2016-12-01,2016-12-31,Q21,at_exit_for_leavers,1
Other,all_persons,2016-12-01,2016-12-31,Q21,at_start,4
Other,all_persons,2016-12-01,2016-12-31,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2016-12-01,2016-12-31,Q21,at_exit_for_leavers,1
No Health Insurance,all_persons,2016-12-01,2016-12-31,Q21,at_start,278
No Health Insurance,all_persons,2016-12-01,2016-12-31,Q21,at_annual_assessment_for_stayers,4
No Health Insurance,all_persons,2016-12-01,2016-12-31,Q21,at_exit_for_leavers,89
Client Doesn't Know/Client Refused,all_persons,2016-12-01,2016-12-31,Q21,at_start,2
Client Doesn't Know/Client Refused,all_persons,2016-12-01,2016-12-31,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2016-12-01,2016-12-31,Q21,at_exit_for_leavers,1
Data Not Collected,all_persons,2016-12-01,2016-12-31,Q21,at_start,14
Data Not Collected,all_persons,2016-12-01,2016-12-31,Q21,at_annual_assessment_for_stayers,91
Data Not Collected,all_persons,2016-12-01,2016-12-31,Q21,at_exit_for_leavers,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2016-12-01,2016-12-31,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2016-12-01,2016-12-31,Q21,at_annual_assessment_for_stayers,417
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2016-12-01,2016-12-31,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2016-12-01,2016-12-31,Q21,at_start,394
1 Source of Health Insurance,all_persons,2016-12-01,2016-12-31,Q21,at_annual_assessment_for_stayers,17
1 Source of Health Insurance,all_persons,2016-12-01,2016-12-31,Q21,at_exit_for_leavers,102
More than 1 Source of Health Insurance,all_persons,2016-12-01,2016-12-31,Q21,at_start,51
More than 1 Source of Health Insurance,all_persons,2016-12-01,2016-12-31,Q21,at_annual_assessment_for_stayers,7
More than 1 Source of Health Insurance,all_persons,2016-12-01,2016-12-31,Q21,at_exit_for_leavers,8
