race,total,population,start_date,end_date,question,household_type,count
White,500,all_persons,2016-12-01,2016-12-31,Q12a,without_children,260
White,500,all_persons,2016-12-01,2016-12-31,Q12a,with_children_and_adults,234
White,500,all_persons,2016-12-01,2016-12-31,Q12a,with_only_children,5
White,500,all_persons,2016-12-01,2016-12-31,Q12a,unknown_household_type,1
"Black, African American, or African",155,all_persons,2016-12-01,2016-12-31,Q12a,without_children,71
"Black, African American, or African",155,all_persons,2016-12-01,2016-12-31,Q12a,with_children_and_adults,80
"Black, African American, or African",155,all_persons,2016-12-01,2016-12-31,Q12a,with_only_children,4
"Black, African American, or African",155,all_persons,2016-12-01,2016-12-31,Q12a,unknown_household_type,0
Asian or Asian American,0,all_persons,2016-12-01,2016-12-31,Q12a,without_children,0
Asian or Asian American,0,all_persons,2016-12-01,2016-12-31,Q12a,with_children_and_adults,0
Asian or Asian American,0,all_persons,2016-12-01,2016-12-31,Q12a,with_only_children,0
Asian or Asian American,0,all_persons,2016-12-01,2016-12-31,Q12a,unknown_household_type,0
"American Indian, Alaska Native, or Indigenous",1,all_persons,2016-12-01,2016-12-31,Q12a,without_children,0
"American Indian, Alaska Native, or Indigenous",1,all_persons,2016-12-01,2016-12-31,Q12a,with_children_and_adults,1
"American Indian, Alaska Native, or Indigenous",1,all_persons,2016-12-01,2016-12-31,Q12a,with_only_children,0
"American Indian, Alaska Native, or Indigenous",1,all_persons,2016-12-01,2016-12-31,Q12a,unknown_household_type,0
Native Hawaiian or Pacific Islander,0,all_persons,2016-12-01,2016-12-31,Q12a,without_children,0
Native Hawaiian or Pacific Islander,0,all_persons,2016-12-01,2016-12-31,Q12a,with_children_and_adults,0
Native Hawaiian or Pacific Islander,0,all_persons,2016-12-01,2016-12-31,Q12a,with_only_children,0
Native Hawaiian or Pacific Islander,0,all_persons,2016-12-01,2016-12-31,Q12a,unknown_household_type,0
Multiple Races,74,all_persons,2016-12-01,2016-12-31,Q12a,without_children,8
Multiple Races,74,all_persons,2016-12-01,2016-12-31,Q12a,with_children_and_adults,66
Multiple Races,74,all_persons,2016-12-01,2016-12-31,Q12a,with_only_children,0
Multiple Races,74,all_persons,2016-12-01,2016-12-31,Q12a,unknown_household_type,0
Client Doesn't Know/Client Refused,3,all_persons,2016-12-01,2016-12-31,Q12a,without_children,3
Client Doesn't Know/Client Refused,3,all_persons,2016-12-01,2016-12-31,Q12a,with_children_and_adults,0
Client Doesn't Know/Client Refused,3,all_persons,2016-12-01,2016-12-31,Q12a,with_only_children,0
Client Doesn't Know/Client Refused,3,all_persons,2016-12-01,2016-12-31,Q12a,unknown_household_type,0
Data Not Collected,3,all_persons,2016-12-01,2016-12-31,Q12a,without_children,1
Data Not Collected,3,all_persons,2016-12-01,2016-12-31,Q12a,with_children_and_adults,0
Data Not Collected,3,all_persons,2016-12-01,2016-12-31,Q12a,with_only_children,0
Data Not Collected,3,all_persons,2016-12-01,2016-12-31,Q12a,unknown_household_type,2
