race,total,population,start_date,end_date,question,household_type,count
White,372,all_persons,2016-05-01,2016-05-31,Q12a,without_children,189
White,372,all_persons,2016-05-01,2016-05-31,Q12a,with_children_and_adults,179
White,372,all_persons,2016-05-01,2016-05-31,Q12a,with_only_children,3
White,372,all_persons,2016-05-01,2016-05-31,Q12a,unknown_household_type,1
"Black, African American, or African",118,all_persons,2016-05-01,2016-05-31,Q12a,without_children,65
"Black, African American, or African",118,all_persons,2016-05-01,2016-05-31,Q12a,with_children_and_adults,44
"Black, African American, or African",118,all_persons,2016-05-01,2016-05-31,Q12a,with_only_children,6
"Black, African American, or African",118,all_persons,2016-05-01,2016-05-31,Q12a,unknown_household_type,3
Asian or Asian American,0,all_persons,2016-05-01,2016-05-31,Q12a,without_children,0
Asian or Asian American,0,all_persons,2016-05-01,2016-05-31,Q12a,with_children_and_adults,0
Asian or Asian American,0,all_persons,2016-05-01,2016-05-31,Q12a,with_only_children,0
Asian or Asian American,0,all_persons,2016-05-01,2016-05-31,Q12a,unknown_household_type,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2016-05-01,2016-05-31,Q12a,without_children,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2016-05-01,2016-05-31,Q12a,with_children_and_adults,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2016-05-01,2016-05-31,Q12a,with_only_children,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2016-05-01,2016-05-31,Q12a,unknown_household_type,0
Native Hawaiian or Pacific Islander,0,all_persons,2016-05-01,2016-05-31,Q12a,without_children,0
Native Hawaiian or Pacific Islander,0,all_persons,2016-05-01,2016-05-31,Q12a,with_children_and_adults,0
Native Hawaiian or Pacific Islander,0,all_persons,2016-05-01,2016-05-31,Q12a,with_only_children,0
Native Hawaiian or Pacific Islander,0,all_persons,2016-05-01,2016-05-31,Q12a,unknown_household_type,0
Multiple Races,44,all_persons,2016-05-01,2016-05-31,Q12a,without_children,9
Multiple Races,44,all_persons,2016-05-01,2016-05-31,Q12a,with_children_and_adults,35
Multiple Races,44,all_persons,2016-05-01,2016-05-31,Q12a,with_only_children,0
Multiple Races,44,all_persons,2016-05-01,2016-05-31,Q12a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2016-05-01,2016-05-31,Q12a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2016-05-01,2016-05-31,Q12a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2016-05-01,2016-05-31,Q12a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2016-05-01,2016-05-31,Q12a,unknown_household_type,0
Data Not Collected,2,all_persons,2016-05-01,2016-05-31,Q12a,without_children,1
Data Not Collected,2,all_persons,2016-05-01,2016-05-31,Q12a,with_children_and_adults,0
Data Not Collected,2,all_persons,2016-05-01,2016-05-31,Q12a,with_only_children,0
Data Not Collected,2,all_persons,2016-05-01,2016-05-31,Q12a,unknown_household_type,1
