count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,197,55,89,all_persons,2016-05-01,2016-05-31,Q13c2,without_children,45
None,197,55,89,all_persons,2016-05-01,2016-05-31,Q13c2,with_only_children,5
None,197,55,89,all_persons,2016-05-01,2016-05-31,Q13c2,unknown_household_type,3
1 Condition,118,16,10,all_persons,2016-05-01,2016-05-31,Q13c2,without_children,91
1 Condition,118,16,10,all_persons,2016-05-01,2016-05-31,Q13c2,with_only_children,1
1 Condition,118,16,10,all_persons,2016-05-01,2016-05-31,Q13c2,unknown_household_type,0
2 Conditions,58,3,2,all_persons,2016-05-01,2016-05-31,Q13c2,without_children,52
2 Conditions,58,3,2,all_persons,2016-05-01,2016-05-31,Q13c2,with_only_children,1
2 Conditions,58,3,2,all_persons,2016-05-01,2016-05-31,Q13c2,unknown_household_type,0
3+ Conditions,35,4,1,all_persons,2016-05-01,2016-05-31,Q13c2,without_children,30
3+ Conditions,35,4,1,all_persons,2016-05-01,2016-05-31,Q13c2,with_only_children,0
3+ Conditions,35,4,1,all_persons,2016-05-01,2016-05-31,Q13c2,unknown_household_type,0
Condition Unknown,6,1,3,all_persons,2016-05-01,2016-05-31,Q13c2,without_children,2
Condition Unknown,6,1,3,all_persons,2016-05-01,2016-05-31,Q13c2,with_only_children,0
Condition Unknown,6,1,3,all_persons,2016-05-01,2016-05-31,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2016-05-01,2016-05-31,Q13c2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2016-05-01,2016-05-31,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2016-05-01,2016-05-31,Q13c2,unknown_household_type,0
Data Not Collected,3,0,0,all_persons,2016-05-01,2016-05-31,Q13c2,without_children,1
Data Not Collected,3,0,0,all_persons,2016-05-01,2016-05-31,Q13c2,with_only_children,0
Data Not Collected,3,0,0,all_persons,2016-05-01,2016-05-31,Q13c2,unknown_household_type,2
