living_situation,total,population,start_date,end_date,question,category,household_type,count
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",88,all_persons,2016-05-01,2016-05-31,Q15,Homeless Situations,without_children,64
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",88,all_persons,2016-05-01,2016-05-31,Q15,Homeless Situations,with_children_and_adults,24
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",88,all_persons,2016-05-01,2016-05-31,Q15,Homeless Situations,with_only_children,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",88,all_persons,2016-05-01,2016-05-31,Q15,Homeless Situations,unknown_household_type,0
Transitional housing for homeless persons (including homeless youth),3,all_persons,2016-05-01,2016-05-31,Q15,NA,without_children,3
Transitional housing for homeless persons (including homeless youth),3,all_persons,2016-05-01,2016-05-31,Q15,NA,with_children_and_adults,0
Transitional housing for homeless persons (including homeless youth),3,all_persons,2016-05-01,2016-05-31,Q15,NA,with_only_children,0
Transitional housing for homeless persons (including homeless youth),3,all_persons,2016-05-01,2016-05-31,Q15,NA,unknown_household_type,0
Place not meant for human habitation,33,all_persons,2016-05-01,2016-05-31,Q15,NA,without_children,24
Place not meant for human habitation,33,all_persons,2016-05-01,2016-05-31,Q15,NA,with_children_and_adults,7
Place not meant for human habitation,33,all_persons,2016-05-01,2016-05-31,Q15,NA,with_only_children,0
Place not meant for human habitation,33,all_persons,2016-05-01,2016-05-31,Q15,NA,unknown_household_type,2
Safe Haven,1,all_persons,2016-05-01,2016-05-31,Q15,NA,without_children,1
Safe Haven,1,all_persons,2016-05-01,2016-05-31,Q15,NA,with_children_and_adults,0
Safe Haven,1,all_persons,2016-05-01,2016-05-31,Q15,NA,with_only_children,0
Safe Haven,1,all_persons,2016-05-01,2016-05-31,Q15,NA,unknown_household_type,0
Host Home,0,all_persons,2016-05-01,2016-05-31,Q15,NA,without_children,0
Host Home,0,all_persons,2016-05-01,2016-05-31,Q15,NA,with_children_and_adults,0
Host Home,0,all_persons,2016-05-01,2016-05-31,Q15,NA,with_only_children,0
Host Home,0,all_persons,2016-05-01,2016-05-31,Q15,NA,unknown_household_type,0
Psychiatric hospital or other psychiatric facility,1,all_persons,2016-05-01,2016-05-31,Q15,Institutional Settings,without_children,1
Psychiatric hospital or other psychiatric facility,1,all_persons,2016-05-01,2016-05-31,Q15,Institutional Settings,with_children_and_adults,0
Psychiatric hospital or other psychiatric facility,1,all_persons,2016-05-01,2016-05-31,Q15,Institutional Settings,with_only_children,0
Psychiatric hospital or other psychiatric facility,1,all_persons,2016-05-01,2016-05-31,Q15,Institutional Settings,unknown_household_type,0
Substance abuse treatment facility or detox center,2,all_persons,2016-05-01,2016-05-31,Q15,NA,without_children,2
Substance abuse treatment facility or detox center,2,all_persons,2016-05-01,2016-05-31,Q15,NA,with_children_and_adults,0
Substance abuse treatment facility or detox center,2,all_persons,2016-05-01,2016-05-31,Q15,NA,with_only_children,0
Substance abuse treatment facility or detox center,2,all_persons,2016-05-01,2016-05-31,Q15,NA,unknown_household_type,0
Hospital or other residential non-psychiatric medical facility,3,all_persons,2016-05-01,2016-05-31,Q15,NA,without_children,3
Hospital or other residential non-psychiatric medical facility,3,all_persons,2016-05-01,2016-05-31,Q15,NA,with_children_and_adults,0
Hospital or other residential non-psychiatric medical facility,3,all_persons,2016-05-01,2016-05-31,Q15,NA,with_only_children,0
Hospital or other residential non-psychiatric medical facility,3,all_persons,2016-05-01,2016-05-31,Q15,NA,unknown_household_type,0
"Jail, prison or juvenile detention facility",3,all_persons,2016-05-01,2016-05-31,Q15,NA,without_children,3
"Jail, prison or juvenile detention facility",3,all_persons,2016-05-01,2016-05-31,Q15,NA,with_children_and_adults,0
"Jail, prison or juvenile detention facility",3,all_persons,2016-05-01,2016-05-31,Q15,NA,with_only_children,0
"Jail, prison or juvenile detention facility",3,all_persons,2016-05-01,2016-05-31,Q15,NA,unknown_household_type,0
Foster care home or foster care group home,0,all_persons,2016-05-01,2016-05-31,Q15,NA,without_children,0
