dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,5,all_persons,2016-05-01,2016-05-31,Q14b,without_children,2
Yes,5,all_persons,2016-05-01,2016-05-31,Q14b,with_children_and_adults,3
Yes,5,all_persons,2016-05-01,2016-05-31,Q14b,with_only_children,0
Yes,5,all_persons,2016-05-01,2016-05-31,Q14b,unknown_household_type,0
No,28,all_persons,2016-05-01,2016-05-31,Q14b,without_children,10
No,28,all_persons,2016-05-01,2016-05-31,Q14b,with_children_and_adults,18
No,28,all_persons,2016-05-01,2016-05-31,Q14b,with_only_children,0
No,28,all_persons,2016-05-01,2016-05-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2016-05-01,2016-05-31,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-05-01,2016-05-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2016-05-01,2016-05-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-05-01,2016-05-31,Q14b,unknown_household_type,0
Data Not Collected,2,all_persons,2016-05-01,2016-05-31,Q14b,without_children,2
Data Not Collected,2,all_persons,2016-05-01,2016-05-31,Q14b,with_children_and_adults,0
Data Not Collected,2,all_persons,2016-05-01,2016-05-31,Q14b,with_only_children,0
Data Not Collected,2,all_persons,2016-05-01,2016-05-31,Q14b,unknown_household_type,0
