gender_identity,total,population,start_date,end_date,question,household_type,count
Male,205,adults,2016-05-01,2016-05-31,Q10a,without_children,169
Male,205,adults,2016-05-01,2016-05-31,Q10a,with_children_and_adults,34
Male,205,adults,2016-05-01,2016-05-31,Q10a,unknown_household_type,2
Female,173,adults,2016-05-01,2016-05-31,Q10a,without_children,93
Female,173,adults,2016-05-01,2016-05-31,Q10a,with_children_and_adults,79
Female,173,adults,2016-05-01,2016-05-31,Q10a,unknown_household_type,1
No Single Gender,0,adults,2016-05-01,2016-05-31,Q10a,without_children,0
No Single Gender,0,adults,2016-05-01,2016-05-31,Q10a,with_children_and_adults,0
No Single Gender,0,adults,2016-05-01,2016-05-31,Q10a,unknown_household_type,0
Questioning,0,adults,2016-05-01,2016-05-31,Q10a,without_children,0
Questioning,0,adults,2016-05-01,2016-05-31,Q10a,with_children_and_adults,0
Questioning,0,adults,2016-05-01,2016-05-31,Q10a,unknown_household_type,0
Transgender,4,adults,2016-05-01,2016-05-31,Q10a,without_children,4
Transgender,4,adults,2016-05-01,2016-05-31,Q10a,with_children_and_adults,0
Transgender,4,adults,2016-05-01,2016-05-31,Q10a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,adults,2016-05-01,2016-05-31,Q10a,without_children,0
Client Doesn't Know/Client Refused,0,adults,2016-05-01,2016-05-31,Q10a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,adults,2016-05-01,2016-05-31,Q10a,unknown_household_type,0
Data Not Collected,1,adults,2016-05-01,2016-05-31,Q10a,without_children,0
Data Not Collected,1,adults,2016-05-01,2016-05-31,Q10a,with_children_and_adults,1
Data Not Collected,1,adults,2016-05-01,2016-05-31,Q10a,unknown_household_type,0
