conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,14,3,0,exit,2016-05-01,2016-05-31,Q13b1,without_children,11
Mental Health Disorder,14,3,0,exit,2016-05-01,2016-05-31,Q13b1,with_only_children,0
Mental Health Disorder,14,3,0,exit,2016-05-01,2016-05-31,Q13b1,unknown_household_type,0
Alcohol Use Disorder,1,0,0,exit,2016-05-01,2016-05-31,Q13b1,without_children,1
Alcohol Use Disorder,1,0,0,exit,2016-05-01,2016-05-31,Q13b1,with_only_children,0
Alcohol Use Disorder,1,0,0,exit,2016-05-01,2016-05-31,Q13b1,unknown_household_type,0
Drug Use Disorder,2,0,0,exit,2016-05-01,2016-05-31,Q13b1,without_children,2
Drug Use Disorder,2,0,0,exit,2016-05-01,2016-05-31,Q13b1,with_only_children,0
Drug Use Disorder,2,0,0,exit,2016-05-01,2016-05-31,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,2,0,0,exit,2016-05-01,2016-05-31,Q13b1,without_children,2
Both Alcohol and Drug Use Disorders,2,0,0,exit,2016-05-01,2016-05-31,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,2,0,0,exit,2016-05-01,2016-05-31,Q13b1,unknown_household_type,0
Chronic Health Condition,10,4,2,exit,2016-05-01,2016-05-31,Q13b1,without_children,4
Chronic Health Condition,10,4,2,exit,2016-05-01,2016-05-31,Q13b1,with_only_children,0
Chronic Health Condition,10,4,2,exit,2016-05-01,2016-05-31,Q13b1,unknown_household_type,0
HIV/AIDS,2,0,0,exit,2016-05-01,2016-05-31,Q13b1,without_children,2
HIV/AIDS,2,0,0,exit,2016-05-01,2016-05-31,Q13b1,with_only_children,0
HIV/AIDS,2,0,0,exit,2016-05-01,2016-05-31,Q13b1,unknown_household_type,0
Development Disability,8,0,1,exit,2016-05-01,2016-05-31,Q13b1,without_children,7
Development Disability,8,0,1,exit,2016-05-01,2016-05-31,Q13b1,with_only_children,0
Development Disability,8,0,1,exit,2016-05-01,2016-05-31,Q13b1,unknown_household_type,0
Physical Disability,13,1,0,exit,2016-05-01,2016-05-31,Q13b1,without_children,12
Physical Disability,13,1,0,exit,2016-05-01,2016-05-31,Q13b1,with_only_children,0
Physical Disability,13,1,0,exit,2016-05-01,2016-05-31,Q13b1,unknown_household_type,0
