length,total,population,start_date,end_date,question,status,count
30 days or less,141,all_persons,2016-05-01,2016-05-31,Q22a1,leavers,49
30 days or less,141,all_persons,2016-05-01,2016-05-31,Q22a1,stayers,92
31 to 60 days,90,all_persons,2016-05-01,2016-05-31,Q22a1,leavers,25
31 to 60 days,90,all_persons,2016-05-01,2016-05-31,Q22a1,stayers,65
61 to 90 days,66,all_persons,2016-05-01,2016-05-31,Q22a1,leavers,25
61 to 90 days,66,all_persons,2016-05-01,2016-05-31,Q22a1,stayers,41
91 to 180 days,67,all_persons,2016-05-01,2016-05-31,Q22a1,leavers,12
91 to 180 days,67,all_persons,2016-05-01,2016-05-31,Q22a1,stayers,55
181 to 365 days,57,all_persons,2016-05-01,2016-05-31,Q22a1,leavers,10
181 to 365 days,57,all_persons,2016-05-01,2016-05-31,Q22a1,stayers,47
366 to 730 Days (1-2 Yrs),27,all_persons,2016-05-01,2016-05-31,Q22a1,leavers,0
366 to 730 Days (1-2 Yrs),27,all_persons,2016-05-01,2016-05-31,Q22a1,stayers,27
"731 to 1,095 Days (2-3 Yrs)",7,all_persons,2016-05-01,2016-05-31,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",7,all_persons,2016-05-01,2016-05-31,Q22a1,stayers,7
"1,096 to 1,460 Days (3-4 Yrs)",13,all_persons,2016-05-01,2016-05-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",13,all_persons,2016-05-01,2016-05-31,Q22a1,stayers,13
"1,461 to 1,825 Days (5-5 Yrs)",13,all_persons,2016-05-01,2016-05-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",13,all_persons,2016-05-01,2016-05-31,Q22a1,stayers,13
"More than 1,825 Days (>5 Yrs)",57,all_persons,2016-05-01,2016-05-31,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",57,all_persons,2016-05-01,2016-05-31,Q22a1,stayers,57
Data Not Collected,0,all_persons,2016-05-01,2016-05-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2016-05-01,2016-05-31,Q22a1,stayers,0
