number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,107
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,2
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,29
Adults with Only Other Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,104
Adults with Only Other Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,23
Adults with Only Other Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,16
Adults with Both Earned and Other Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,20
Adults with Both Earned and Other Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,6
Adults with No Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,145
Adults with No Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,11
Adults with No Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,28
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,6
Adults with Missing Income Information,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,196
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,71
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,383
Total Adults,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,303
Total Adults,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,80
1 or More Source of Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,245
1 or More Source of Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,29
1 or More Source of Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,52
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,36
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,0
