age_group,total,population,start_date,end_date,question,household_type,count
Under 5,58,all_persons,2016-05-01,2016-05-31,Q11,without_children,0
Under 5,58,all_persons,2016-05-01,2016-05-31,Q11,with_children_and_adults,56
Under 5,58,all_persons,2016-05-01,2016-05-31,Q11,with_only_children,2
Under 5,58,all_persons,2016-05-01,2016-05-31,Q11,unknown_household_type,0
5 -  12,74,all_persons,2016-05-01,2016-05-31,Q11,without_children,0
5 -  12,74,all_persons,2016-05-01,2016-05-31,Q11,with_children_and_adults,69
5 -  12,74,all_persons,2016-05-01,2016-05-31,Q11,with_only_children,5
5 -  12,74,all_persons,2016-05-01,2016-05-31,Q11,unknown_household_type,0
13 - 17,21,all_persons,2016-05-01,2016-05-31,Q11,without_children,0
13 - 17,21,all_persons,2016-05-01,2016-05-31,Q11,with_children_and_adults,19
13 - 17,21,all_persons,2016-05-01,2016-05-31,Q11,with_only_children,2
13 - 17,21,all_persons,2016-05-01,2016-05-31,Q11,unknown_household_type,0
18 - 24,43,all_persons,2016-05-01,2016-05-31,Q11,without_children,19
18 - 24,43,all_persons,2016-05-01,2016-05-31,Q11,with_children_and_adults,24
18 - 24,43,all_persons,2016-05-01,2016-05-31,Q11,with_only_children,0
18 - 24,43,all_persons,2016-05-01,2016-05-31,Q11,unknown_household_type,0
25 - 34,75,all_persons,2016-05-01,2016-05-31,Q11,without_children,28
25 - 34,75,all_persons,2016-05-01,2016-05-31,Q11,with_children_and_adults,47
25 - 34,75,all_persons,2016-05-01,2016-05-31,Q11,with_only_children,0
25 - 34,75,all_persons,2016-05-01,2016-05-31,Q11,unknown_household_type,0
35 - 44,72,all_persons,2016-05-01,2016-05-31,Q11,without_children,47
35 - 44,72,all_persons,2016-05-01,2016-05-31,Q11,with_children_and_adults,24
35 - 44,72,all_persons,2016-05-01,2016-05-31,Q11,with_only_children,0
35 - 44,72,all_persons,2016-05-01,2016-05-31,Q11,unknown_household_type,1
45 - 54,91,all_persons,2016-05-01,2016-05-31,Q11,without_children,79
45 - 54,91,all_persons,2016-05-01,2016-05-31,Q11,with_children_and_adults,11
45 - 54,91,all_persons,2016-05-01,2016-05-31,Q11,with_only_children,0
45 - 54,91,all_persons,2016-05-01,2016-05-31,Q11,unknown_household_type,1
55 - 61,63,all_persons,2016-05-01,2016-05-31,Q11,without_children,56
55 - 61,63,all_persons,2016-05-01,2016-05-31,Q11,with_children_and_adults,6
55 - 61,63,all_persons,2016-05-01,2016-05-31,Q11,with_only_children,0
55 - 61,63,all_persons,2016-05-01,2016-05-31,Q11,unknown_household_type,1
62 +,39,all_persons,2016-05-01,2016-05-31,Q11,without_children,37
62 +,39,all_persons,2016-05-01,2016-05-31,Q11,with_children_and_adults,2
62 +,39,all_persons,2016-05-01,2016-05-31,Q11,with_only_children,0
62 +,39,all_persons,2016-05-01,2016-05-31,Q11,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2016-05-01,2016-05-31,Q11,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-05-01,2016-05-31,Q11,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2016-05-01,2016-05-31,Q11,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-05-01,2016-05-31,Q11,unknown_household_type,0
Data Not Collected,2,all_persons,2016-05-01,2016-05-31,Q11,without_children,0
Data Not Collected,2,all_persons,2016-05-01,2016-05-31,Q11,with_children_and_adults,0
Data Not Collected,2,all_persons,2016-05-01,2016-05-31,Q11,with_only_children,0
Data Not Collected,2,all_persons,2016-05-01,2016-05-31,Q11,unknown_household_type,2
