length,total,population,start_date,end_date,question,status,count
30 days or less,268,all_persons,2018-12-01,2018-12-31,Q22a1,leavers,164
30 days or less,268,all_persons,2018-12-01,2018-12-31,Q22a1,stayers,104
31 to 60 days,108,all_persons,2018-12-01,2018-12-31,Q22a1,leavers,19
31 to 60 days,108,all_persons,2018-12-01,2018-12-31,Q22a1,stayers,89
61 to 90 days,64,all_persons,2018-12-01,2018-12-31,Q22a1,leavers,7
61 to 90 days,64,all_persons,2018-12-01,2018-12-31,Q22a1,stayers,57
91 to 180 days,116,all_persons,2018-12-01,2018-12-31,Q22a1,leavers,28
91 to 180 days,116,all_persons,2018-12-01,2018-12-31,Q22a1,stayers,88
181 to 365 days,78,all_persons,2018-12-01,2018-12-31,Q22a1,leavers,2
181 to 365 days,78,all_persons,2018-12-01,2018-12-31,Q22a1,stayers,76
366 to 730 Days (1-2 Yrs),45,all_persons,2018-12-01,2018-12-31,Q22a1,leavers,2
366 to 730 Days (1-2 Yrs),45,all_persons,2018-12-01,2018-12-31,Q22a1,stayers,43
"731 to 1,095 Days (2-3 Yrs)",39,all_persons,2018-12-01,2018-12-31,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",39,all_persons,2018-12-01,2018-12-31,Q22a1,stayers,39
"1,096 to 1,460 Days (3-4 Yrs)",9,all_persons,2018-12-01,2018-12-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",9,all_persons,2018-12-01,2018-12-31,Q22a1,stayers,9
"1,461 to 1,825 Days (5-5 Yrs)",2,all_persons,2018-12-01,2018-12-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,all_persons,2018-12-01,2018-12-31,Q22a1,stayers,2
"More than 1,825 Days (>5 Yrs)",33,all_persons,2018-12-01,2018-12-31,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",33,all_persons,2018-12-01,2018-12-31,Q22a1,stayers,33
Data Not Collected,0,all_persons,2018-12-01,2018-12-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2018-12-01,2018-12-31,Q22a1,stayers,0
