age_group,total,population,start_date,end_date,question,household_type,count
Under 5,75,all_persons,2018-12-01,2018-12-31,Q11,without_children,0
Under 5,75,all_persons,2018-12-01,2018-12-31,Q11,with_children_and_adults,75
Under 5,75,all_persons,2018-12-01,2018-12-31,Q11,with_only_children,0
Under 5,75,all_persons,2018-12-01,2018-12-31,Q11,unknown_household_type,0
5 -  12,95,all_persons,2018-12-01,2018-12-31,Q11,without_children,0
5 -  12,95,all_persons,2018-12-01,2018-12-31,Q11,with_children_and_adults,89
5 -  12,95,all_persons,2018-12-01,2018-12-31,Q11,with_only_children,6
5 -  12,95,all_persons,2018-12-01,2018-12-31,Q11,unknown_household_type,0
13 - 17,55,all_persons,2018-12-01,2018-12-31,Q11,without_children,0
13 - 17,55,all_persons,2018-12-01,2018-12-31,Q11,with_children_and_adults,52
13 - 17,55,all_persons,2018-12-01,2018-12-31,Q11,with_only_children,3
13 - 17,55,all_persons,2018-12-01,2018-12-31,Q11,unknown_household_type,0
18 - 24,45,all_persons,2018-12-01,2018-12-31,Q11,without_children,24
18 - 24,45,all_persons,2018-12-01,2018-12-31,Q11,with_children_and_adults,21
18 - 24,45,all_persons,2018-12-01,2018-12-31,Q11,with_only_children,0
18 - 24,45,all_persons,2018-12-01,2018-12-31,Q11,unknown_household_type,0
25 - 34,128,all_persons,2018-12-01,2018-12-31,Q11,without_children,76
25 - 34,128,all_persons,2018-12-01,2018-12-31,Q11,with_children_and_adults,52
25 - 34,128,all_persons,2018-12-01,2018-12-31,Q11,with_only_children,0
25 - 34,128,all_persons,2018-12-01,2018-12-31,Q11,unknown_household_type,0
35 - 44,122,all_persons,2018-12-01,2018-12-31,Q11,without_children,82
35 - 44,122,all_persons,2018-12-01,2018-12-31,Q11,with_children_and_adults,40
35 - 44,122,all_persons,2018-12-01,2018-12-31,Q11,with_only_children,0
35 - 44,122,all_persons,2018-12-01,2018-12-31,Q11,unknown_household_type,0
45 - 54,101,all_persons,2018-12-01,2018-12-31,Q11,without_children,86
45 - 54,101,all_persons,2018-12-01,2018-12-31,Q11,with_children_and_adults,15
45 - 54,101,all_persons,2018-12-01,2018-12-31,Q11,with_only_children,0
45 - 54,101,all_persons,2018-12-01,2018-12-31,Q11,unknown_household_type,0
55 - 61,86,all_persons,2018-12-01,2018-12-31,Q11,without_children,79
55 - 61,86,all_persons,2018-12-01,2018-12-31,Q11,with_children_and_adults,7
55 - 61,86,all_persons,2018-12-01,2018-12-31,Q11,with_only_children,0
55 - 61,86,all_persons,2018-12-01,2018-12-31,Q11,unknown_household_type,0
62 +,54,all_persons,2018-12-01,2018-12-31,Q11,without_children,52
62 +,54,all_persons,2018-12-01,2018-12-31,Q11,with_children_and_adults,2
62 +,54,all_persons,2018-12-01,2018-12-31,Q11,with_only_children,0
62 +,54,all_persons,2018-12-01,2018-12-31,Q11,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2018-12-01,2018-12-31,Q11,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-12-01,2018-12-31,Q11,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2018-12-01,2018-12-31,Q11,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-12-01,2018-12-31,Q11,unknown_household_type,0
Data Not Collected,1,all_persons,2018-12-01,2018-12-31,Q11,without_children,0
Data Not Collected,1,all_persons,2018-12-01,2018-12-31,Q11,with_children_and_adults,0
Data Not Collected,1,all_persons,2018-12-01,2018-12-31,Q11,with_only_children,0
Data Not Collected,1,all_persons,2018-12-01,2018-12-31,Q11,unknown_household_type,1
