dv_history,total,population,start_date,end_date,question,household_type,count
Yes,109,all_persons,2018-12-01,2018-12-31,Q14a,without_children,76
Yes,109,all_persons,2018-12-01,2018-12-31,Q14a,with_children_and_adults,33
Yes,109,all_persons,2018-12-01,2018-12-31,Q14a,with_only_children,0
Yes,109,all_persons,2018-12-01,2018-12-31,Q14a,unknown_household_type,0
No,419,all_persons,2018-12-01,2018-12-31,Q14a,without_children,315
No,419,all_persons,2018-12-01,2018-12-31,Q14a,with_children_and_adults,104
No,419,all_persons,2018-12-01,2018-12-31,Q14a,with_only_children,0
No,419,all_persons,2018-12-01,2018-12-31,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,3,all_persons,2018-12-01,2018-12-31,Q14a,without_children,3
Client Doesn't Know/Client Refused,3,all_persons,2018-12-01,2018-12-31,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,3,all_persons,2018-12-01,2018-12-31,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,3,all_persons,2018-12-01,2018-12-31,Q14a,unknown_household_type,0
Data Not Collected,6,all_persons,2018-12-01,2018-12-31,Q14a,without_children,5
Data Not Collected,6,all_persons,2018-12-01,2018-12-31,Q14a,with_children_and_adults,1
Data Not Collected,6,all_persons,2018-12-01,2018-12-31,Q14a,with_only_children,0
Data Not Collected,6,all_persons,2018-12-01,2018-12-31,Q14a,unknown_household_type,0
