health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2018-12-01,2018-12-31,Q21,at_start,374
MEDICAID,all_persons,2018-12-01,2018-12-31,Q21,at_annual_assessment_for_stayers,30
MEDICAID,all_persons,2018-12-01,2018-12-31,Q21,at_exit_for_leavers,97
MEDICARE,all_persons,2018-12-01,2018-12-31,Q21,at_start,74
MEDICARE,all_persons,2018-12-01,2018-12-31,Q21,at_annual_assessment_for_stayers,14
MEDICARE,all_persons,2018-12-01,2018-12-31,Q21,at_exit_for_leavers,21
State Children's Health Insurance Program,all_persons,2018-12-01,2018-12-31,Q21,at_start,7
State Children's Health Insurance Program,all_persons,2018-12-01,2018-12-31,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2018-12-01,2018-12-31,Q21,at_exit_for_leavers,4
Veteran's Administration (VA) Medical Services,all_persons,2018-12-01,2018-12-31,Q21,at_start,16
Veteran's Administration (VA) Medical Services,all_persons,2018-12-01,2018-12-31,Q21,at_annual_assessment_for_stayers,14
Veteran's Administration (VA) Medical Services,all_persons,2018-12-01,2018-12-31,Q21,at_exit_for_leavers,0
Employer - Provided Health Insurance,all_persons,2018-12-01,2018-12-31,Q21,at_start,19
Employer - Provided Health Insurance,all_persons,2018-12-01,2018-12-31,Q21,at_annual_assessment_for_stayers,0
Employer - Provided Health Insurance,all_persons,2018-12-01,2018-12-31,Q21,at_exit_for_leavers,10
Health Insurance obtained through COBRA,all_persons,2018-12-01,2018-12-31,Q21,at_start,0
Health Insurance obtained through COBRA,all_persons,2018-12-01,2018-12-31,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2018-12-01,2018-12-31,Q21,at_exit_for_leavers,0
Private Pay Health Insurance,all_persons,2018-12-01,2018-12-31,Q21,at_start,32
Private Pay Health Insurance,all_persons,2018-12-01,2018-12-31,Q21,at_annual_assessment_for_stayers,1
Private Pay Health Insurance,all_persons,2018-12-01,2018-12-31,Q21,at_exit_for_leavers,6
State Health Insurance for Adults,all_persons,2018-12-01,2018-12-31,Q21,at_start,8
State Health Insurance for Adults,all_persons,2018-12-01,2018-12-31,Q21,at_annual_assessment_for_stayers,0
State Health Insurance for Adults,all_persons,2018-12-01,2018-12-31,Q21,at_exit_for_leavers,2
Indian Health Services Program,all_persons,2018-12-01,2018-12-31,Q21,at_start,0
Indian Health Services Program,all_persons,2018-12-01,2018-12-31,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2018-12-01,2018-12-31,Q21,at_exit_for_leavers,0
Other,all_persons,2018-12-01,2018-12-31,Q21,at_start,4
Other,all_persons,2018-12-01,2018-12-31,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2018-12-01,2018-12-31,Q21,at_exit_for_leavers,3
No Health Insurance,all_persons,2018-12-01,2018-12-31,Q21,at_start,263
No Health Insurance,all_persons,2018-12-01,2018-12-31,Q21,at_annual_assessment_for_stayers,13
No Health Insurance,all_persons,2018-12-01,2018-12-31,Q21,at_exit_for_leavers,88
Client Doesn't Know/Client Refused,all_persons,2018-12-01,2018-12-31,Q21,at_start,2
Client Doesn't Know/Client Refused,all_persons,2018-12-01,2018-12-31,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2018-12-01,2018-12-31,Q21,at_exit_for_leavers,1
Data Not Collected,all_persons,2018-12-01,2018-12-31,Q21,at_start,27
Data Not Collected,all_persons,2018-12-01,2018-12-31,Q21,at_annual_assessment_for_stayers,69
Data Not Collected,all_persons,2018-12-01,2018-12-31,Q21,at_exit_for_leavers,10
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2018-12-01,2018-12-31,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2018-12-01,2018-12-31,Q21,at_annual_assessment_for_stayers,414
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2018-12-01,2018-12-31,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2018-12-01,2018-12-31,Q21,at_start,404
1 Source of Health Insurance,all_persons,2018-12-01,2018-12-31,Q21,at_annual_assessment_for_stayers,32
1 Source of Health Insurance,all_persons,2018-12-01,2018-12-31,Q21,at_exit_for_leavers,100
More than 1 Source of Health Insurance,all_persons,2018-12-01,2018-12-31,Q21,at_start,63
More than 1 Source of Health Insurance,all_persons,2018-12-01,2018-12-31,Q21,at_annual_assessment_for_stayers,12
More than 1 Source of Health Insurance,all_persons,2018-12-01,2018-12-31,Q21,at_exit_for_leavers,21
