veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,16,all_persons,2018-12-01,2018-12-31,Q25a,without_children,16
Chronically Homeless Veteran,16,all_persons,2018-12-01,2018-12-31,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,16,all_persons,2018-12-01,2018-12-31,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,24,all_persons,2018-12-01,2018-12-31,Q25a,without_children,20
Non-Chronically Homeless Veteran,24,all_persons,2018-12-01,2018-12-31,Q25a,with_children_and_adults,4
Non-Chronically Homeless Veteran,24,all_persons,2018-12-01,2018-12-31,Q25a,unknown_household_type,0
Not a Veteran,494,all_persons,2018-12-01,2018-12-31,Q25a,without_children,361
Not a Veteran,494,all_persons,2018-12-01,2018-12-31,Q25a,with_children_and_adults,133
Not a Veteran,494,all_persons,2018-12-01,2018-12-31,Q25a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2018-12-01,2018-12-31,Q25a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-12-01,2018-12-31,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2018-12-01,2018-12-31,Q25a,unknown_household_type,0
Data Not Collected,2,all_persons,2018-12-01,2018-12-31,Q25a,without_children,2
Data Not Collected,2,all_persons,2018-12-01,2018-12-31,Q25a,with_children_and_adults,0
Data Not Collected,2,all_persons,2018-12-01,2018-12-31,Q25a,unknown_household_type,0
