ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,78,all_households,2018-12-01,2018-12-31,Q26a,without_children,74
Chronically Homeless ,78,all_households,2018-12-01,2018-12-31,Q26a,with_children_and_adults,4
Chronically Homeless ,78,all_households,2018-12-01,2018-12-31,Q26a,with_only_children,0
Chronically Homeless ,78,all_households,2018-12-01,2018-12-31,Q26a,unknown_household_type,0
Not Chronically Homeless,353,all_households,2018-12-01,2018-12-31,Q26a,without_children,266
Not Chronically Homeless,353,all_households,2018-12-01,2018-12-31,Q26a,with_children_and_adults,87
Not Chronically Homeless,353,all_households,2018-12-01,2018-12-31,Q26a,with_only_children,0
Not Chronically Homeless,353,all_households,2018-12-01,2018-12-31,Q26a,unknown_household_type,0
Client Doesn't Know/Client Refused,11,all_households,2018-12-01,2018-12-31,Q26a,without_children,11
Client Doesn't Know/Client Refused,11,all_households,2018-12-01,2018-12-31,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,11,all_households,2018-12-01,2018-12-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,11,all_households,2018-12-01,2018-12-31,Q26a,unknown_household_type,0
Data Not Collected,19,all_households,2018-12-01,2018-12-31,Q26a,without_children,18
Data Not Collected,19,all_households,2018-12-01,2018-12-31,Q26a,with_children_and_adults,1
Data Not Collected,19,all_households,2018-12-01,2018-12-31,Q26a,with_only_children,0
Data Not Collected,19,all_households,2018-12-01,2018-12-31,Q26a,unknown_household_type,0
