conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,325,22,2,start,2022-05-01,2022-05-31,Q13a1,without_children,300
Mental Health Disorder,325,22,2,start,2022-05-01,2022-05-31,Q13a1,with_only_children,0
Mental Health Disorder,325,22,2,start,2022-05-01,2022-05-31,Q13a1,unknown_household_type,1
Alcohol Use Disorder,60,0,0,start,2022-05-01,2022-05-31,Q13a1,without_children,60
Alcohol Use Disorder,60,0,0,start,2022-05-01,2022-05-31,Q13a1,with_only_children,0
Alcohol Use Disorder,60,0,0,start,2022-05-01,2022-05-31,Q13a1,unknown_household_type,0
Drug Use Disorder,57,5,0,start,2022-05-01,2022-05-31,Q13a1,without_children,52
Drug Use Disorder,57,5,0,start,2022-05-01,2022-05-31,Q13a1,with_only_children,0
Drug Use Disorder,57,5,0,start,2022-05-01,2022-05-31,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,56,0,0,start,2022-05-01,2022-05-31,Q13a1,without_children,56
Both Alcohol and Drug Use Disorders,56,0,0,start,2022-05-01,2022-05-31,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,56,0,0,start,2022-05-01,2022-05-31,Q13a1,unknown_household_type,0
Chronic Health Condition,176,8,1,start,2022-05-01,2022-05-31,Q13a1,without_children,167
Chronic Health Condition,176,8,1,start,2022-05-01,2022-05-31,Q13a1,with_only_children,0
Chronic Health Condition,176,8,1,start,2022-05-01,2022-05-31,Q13a1,unknown_household_type,0
HIV/AIDS,105,7,0,start,2022-05-01,2022-05-31,Q13a1,without_children,98
HIV/AIDS,105,7,0,start,2022-05-01,2022-05-31,Q13a1,with_only_children,0
HIV/AIDS,105,7,0,start,2022-05-01,2022-05-31,Q13a1,unknown_household_type,0
Development Disability,67,3,13,start,2022-05-01,2022-05-31,Q13a1,without_children,50
Development Disability,67,3,13,start,2022-05-01,2022-05-31,Q13a1,with_only_children,0
Development Disability,67,3,13,start,2022-05-01,2022-05-31,Q13a1,unknown_household_type,1
Physical Disability,213,9,0,start,2022-05-01,2022-05-31,Q13a1,without_children,204
Physical Disability,213,9,0,start,2022-05-01,2022-05-31,Q13a1,with_only_children,0
Physical Disability,213,9,0,start,2022-05-01,2022-05-31,Q13a1,unknown_household_type,0
