living_situation,total,population,start_date,end_date,question,category,household_type,count
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",190,all_persons,2022-05-01,2022-05-31,Q15,Homeless Situations,without_children,160
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",190,all_persons,2022-05-01,2022-05-31,Q15,Homeless Situations,with_children_and_adults,30
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",190,all_persons,2022-05-01,2022-05-31,Q15,Homeless Situations,with_only_children,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",190,all_persons,2022-05-01,2022-05-31,Q15,Homeless Situations,unknown_household_type,0
Transitional housing for homeless persons (including homeless youth),4,all_persons,2022-05-01,2022-05-31,Q15,NA,without_children,4
Transitional housing for homeless persons (including homeless youth),4,all_persons,2022-05-01,2022-05-31,Q15,NA,with_children_and_adults,0
Transitional housing for homeless persons (including homeless youth),4,all_persons,2022-05-01,2022-05-31,Q15,NA,with_only_children,0
Transitional housing for homeless persons (including homeless youth),4,all_persons,2022-05-01,2022-05-31,Q15,NA,unknown_household_type,0
Place not meant for human habitation,307,all_persons,2022-05-01,2022-05-31,Q15,NA,without_children,288
Place not meant for human habitation,307,all_persons,2022-05-01,2022-05-31,Q15,NA,with_children_and_adults,19
Place not meant for human habitation,307,all_persons,2022-05-01,2022-05-31,Q15,NA,with_only_children,0
Place not meant for human habitation,307,all_persons,2022-05-01,2022-05-31,Q15,NA,unknown_household_type,0
Safe Haven,8,all_persons,2022-05-01,2022-05-31,Q15,NA,without_children,6
Safe Haven,8,all_persons,2022-05-01,2022-05-31,Q15,NA,with_children_and_adults,2
Safe Haven,8,all_persons,2022-05-01,2022-05-31,Q15,NA,with_only_children,0
Safe Haven,8,all_persons,2022-05-01,2022-05-31,Q15,NA,unknown_household_type,0
Host Home,1,all_persons,2022-05-01,2022-05-31,Q15,NA,without_children,0
Host Home,1,all_persons,2022-05-01,2022-05-31,Q15,NA,with_children_and_adults,1
Host Home,1,all_persons,2022-05-01,2022-05-31,Q15,NA,with_only_children,0
Host Home,1,all_persons,2022-05-01,2022-05-31,Q15,NA,unknown_household_type,0
Psychiatric hospital or other psychiatric facility,9,all_persons,2022-05-01,2022-05-31,Q15,Institutional Settings,without_children,9
Psychiatric hospital or other psychiatric facility,9,all_persons,2022-05-01,2022-05-31,Q15,Institutional Settings,with_children_and_adults,0
Psychiatric hospital or other psychiatric facility,9,all_persons,2022-05-01,2022-05-31,Q15,Institutional Settings,with_only_children,0
Psychiatric hospital or other psychiatric facility,9,all_persons,2022-05-01,2022-05-31,Q15,Institutional Settings,unknown_household_type,0
Substance abuse treatment facility or detox center,14,all_persons,2022-05-01,2022-05-31,Q15,NA,without_children,14
Substance abuse treatment facility or detox center,14,all_persons,2022-05-01,2022-05-31,Q15,NA,with_children_and_adults,0
Substance abuse treatment facility or detox center,14,all_persons,2022-05-01,2022-05-31,Q15,NA,with_only_children,0
Substance abuse treatment facility or detox center,14,all_persons,2022-05-01,2022-05-31,Q15,NA,unknown_household_type,0
Hospital or other residential non-psychiatric medical facility,35,all_persons,2022-05-01,2022-05-31,Q15,NA,without_children,35
Hospital or other residential non-psychiatric medical facility,35,all_persons,2022-05-01,2022-05-31,Q15,NA,with_children_and_adults,0
Hospital or other residential non-psychiatric medical facility,35,all_persons,2022-05-01,2022-05-31,Q15,NA,with_only_children,0
Hospital or other residential non-psychiatric medical facility,35,all_persons,2022-05-01,2022-05-31,Q15,NA,unknown_household_type,0
"Jail, prison or juvenile detention facility",30,all_persons,2022-05-01,2022-05-31,Q15,NA,without_children,30
"Jail, prison or juvenile detention facility",30,all_persons,2022-05-01,2022-05-31,Q15,NA,with_children_and_adults,0
"Jail, prison or juvenile detention facility",30,all_persons,2022-05-01,2022-05-31,Q15,NA,with_only_children,0
"Jail, prison or juvenile detention facility",30,all_persons,2022-05-01,2022-05-31,Q15,NA,unknown_household_type,0
Foster care home or foster care group home,0,all_persons,2022-05-01,2022-05-31,Q15,NA,without_children,0
Foster care home or foster care group home,0,all_persons,2022-05-01,2022-05-31,Q15,NA,with_children_and_adults,0
Foster care home or foster care group home,0,all_persons,2022-05-01,2022-05-31,Q15,NA,with_only_children,0
Foster care home or foster care group home,0,all_persons,2022-05-01,2022-05-31,Q15,NA,unknown_household_type,0
Long-term care facility or nursing home,0,all_persons,2022-05-01,2022-05-31,Q15,NA,without_children,0
Long-term care facility or nursing home,0,all_persons,2022-05-01,2022-05-31,Q15,NA,with_children_and_adults,0
Long-term care facility or nursing home,0,all_persons,2022-05-01,2022-05-31,Q15,NA,with_only_children,0
Long-term care facility or nursing home,0,all_persons,2022-05-01,2022-05-31,Q15,NA,unknown_household_type,0
Residential project or halfway house with no homeless criteria,3,all_persons,2022-05-01,2022-05-31,Q15,NA,without_children,3
Residential project or halfway house with no homeless criteria,3,all_persons,2022-05-01,2022-05-31,Q15,NA,with_children_and_adults,0
Residential project or halfway house with no homeless criteria,3,all_persons,2022-05-01,2022-05-31,Q15,NA,with_only_children,0
Residential project or halfway house with no homeless criteria,3,all_persons,2022-05-01,2022-05-31,Q15,NA,unknown_household_type,0
Permanent housing (other than RRH) for formerly homeless persons,2,all_persons,2022-05-01,2022-05-31,Q15,Other Locations,without_children,2
Permanent housing (other than RRH) for formerly homeless persons,2,all_persons,2022-05-01,2022-05-31,Q15,Other Locations,with_children_and_adults,0
Permanent housing (other than RRH) for formerly homeless persons,2,all_persons,2022-05-01,2022-05-31,Q15,Other Locations,with_only_children,0
Permanent housing (other than RRH) for formerly homeless persons,2,all_persons,2022-05-01,2022-05-31,Q15,Other Locations,unknown_household_type,0
"Owned by client, no ongoing housing subsidy",9,all_persons,2022-05-01,2022-05-31,Q15,NA,without_children,8
"Owned by client, no ongoing housing subsidy",9,all_persons,2022-05-01,2022-05-31,Q15,NA,with_children_and_adults,1
"Owned by client, no ongoing housing subsidy",9,all_persons,2022-05-01,2022-05-31,Q15,NA,with_only_children,0
"Owned by client, no ongoing housing subsidy",9,all_persons,2022-05-01,2022-05-31,Q15,NA,unknown_household_type,0
"Owned by client, with ongoing housing subsidy",2,all_persons,2022-05-01,2022-05-31,Q15,NA,without_children,2
"Owned by client, with ongoing housing subsidy",2,all_persons,2022-05-01,2022-05-31,Q15,NA,with_children_and_adults,0
"Owned by client, with ongoing housing subsidy",2,all_persons,2022-05-01,2022-05-31,Q15,NA,with_only_children,0
"Owned by client, with ongoing housing subsidy",2,all_persons,2022-05-01,2022-05-31,Q15,NA,unknown_household_type,0
"Rental by client, with RRH or equivalent subsidy",0,all_persons,2022-05-01,2022-05-31,Q15,NA,without_children,0
"Rental by client, with RRH or equivalent subsidy",0,all_persons,2022-05-01,2022-05-31,Q15,NA,with_children_and_adults,0
"Rental by client, with RRH or equivalent subsidy",0,all_persons,2022-05-01,2022-05-31,Q15,NA,with_only_children,0
"Rental by client, with RRH or equivalent subsidy",0,all_persons,2022-05-01,2022-05-31,Q15,NA,unknown_household_type,0
"Rental by client, with HCV voucher (tenant or project based)",4,all_persons,2022-05-01,2022-05-31,Q15,NA,without_children,0
"Rental by client, with HCV voucher (tenant or project based)",4,all_persons,2022-05-01,2022-05-31,Q15,NA,with_children_and_adults,4
"Rental by client, with HCV voucher (tenant or project based)",4,all_persons,2022-05-01,2022-05-31,Q15,NA,with_only_children,0
"Rental by client, with HCV voucher (tenant or project based)",4,all_persons,2022-05-01,2022-05-31,Q15,NA,unknown_household_type,0
Rental by client in a public housing unit,1,all_persons,2022-05-01,2022-05-31,Q15,NA,without_children,1
Rental by client in a public housing unit,1,all_persons,2022-05-01,2022-05-31,Q15,NA,with_children_and_adults,0
Rental by client in a public housing unit,1,all_persons,2022-05-01,2022-05-31,Q15,NA,with_only_children,0
Rental by client in a public housing unit,1,all_persons,2022-05-01,2022-05-31,Q15,NA,unknown_household_type,0
"Rental by client, no ongoing housing subsidy",251,all_persons,2022-05-01,2022-05-31,Q15,NA,without_children,166
"Rental by client, no ongoing housing subsidy",251,all_persons,2022-05-01,2022-05-31,Q15,NA,with_children_and_adults,82
"Rental by client, no ongoing housing subsidy",251,all_persons,2022-05-01,2022-05-31,Q15,NA,with_only_children,0
"Rental by client, no ongoing housing subsidy",251,all_persons,2022-05-01,2022-05-31,Q15,NA,unknown_household_type,3
"Rental by client, with VASH housing subsidy",1,all_persons,2022-05-01,2022-05-31,Q15,NA,without_children,0
"Rental by client, with VASH housing subsidy",1,all_persons,2022-05-01,2022-05-31,Q15,NA,with_children_and_adults,1
"Rental by client, with VASH housing subsidy",1,all_persons,2022-05-01,2022-05-31,Q15,NA,with_only_children,0
"Rental by client, with VASH housing subsidy",1,all_persons,2022-05-01,2022-05-31,Q15,NA,unknown_household_type,0
"Rental by client, with GPD TIP housing subsidy",3,all_persons,2022-05-01,2022-05-31,Q15,NA,without_children,3
"Rental by client, with GPD TIP housing subsidy",3,all_persons,2022-05-01,2022-05-31,Q15,NA,with_children_and_adults,0
"Rental by client, with GPD TIP housing subsidy",3,all_persons,2022-05-01,2022-05-31,Q15,NA,with_only_children,0
"Rental by client, with GPD TIP housing subsidy",3,all_persons,2022-05-01,2022-05-31,Q15,NA,unknown_household_type,0
"Rental by client, with other housing subsidy (including RRH)",13,all_persons,2022-05-01,2022-05-31,Q15,NA,without_children,8
"Rental by client, with other housing subsidy (including RRH)",13,all_persons,2022-05-01,2022-05-31,Q15,NA,with_children_and_adults,5
"Rental by client, with other housing subsidy (including RRH)",13,all_persons,2022-05-01,2022-05-31,Q15,NA,with_only_children,0
"Rental by client, with other housing subsidy (including RRH)",13,all_persons,2022-05-01,2022-05-31,Q15,NA,unknown_household_type,0
Hotel or motel paid for without emergency shelter voucher,174,all_persons,2022-05-01,2022-05-31,Q15,NA,without_children,123
Hotel or motel paid for without emergency shelter voucher,174,all_persons,2022-05-01,2022-05-31,Q15,NA,with_children_and_adults,49
Hotel or motel paid for without emergency shelter voucher,174,all_persons,2022-05-01,2022-05-31,Q15,NA,with_only_children,0
