health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2022-05-01,2022-05-31,Q21,at_start,869
MEDICAID,all_persons,2022-05-01,2022-05-31,Q21,at_annual_assessment_for_stayers,36
MEDICAID,all_persons,2022-05-01,2022-05-31,Q21,at_exit_for_leavers,113
MEDICARE,all_persons,2022-05-01,2022-05-31,Q21,at_start,153
MEDICARE,all_persons,2022-05-01,2022-05-31,Q21,at_annual_assessment_for_stayers,14
MEDICARE,all_persons,2022-05-01,2022-05-31,Q21,at_exit_for_leavers,16
State Children's Health Insurance Program,all_persons,2022-05-01,2022-05-31,Q21,at_start,7
State Children's Health Insurance Program,all_persons,2022-05-01,2022-05-31,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2022-05-01,2022-05-31,Q21,at_exit_for_leavers,0
Veteran's Administration (VA) Medical Services,all_persons,2022-05-01,2022-05-31,Q21,at_start,28
Veteran's Administration (VA) Medical Services,all_persons,2022-05-01,2022-05-31,Q21,at_annual_assessment_for_stayers,10
Veteran's Administration (VA) Medical Services,all_persons,2022-05-01,2022-05-31,Q21,at_exit_for_leavers,2
Employer - Provided Health Insurance,all_persons,2022-05-01,2022-05-31,Q21,at_start,41
Employer - Provided Health Insurance,all_persons,2022-05-01,2022-05-31,Q21,at_annual_assessment_for_stayers,0
Employer - Provided Health Insurance,all_persons,2022-05-01,2022-05-31,Q21,at_exit_for_leavers,2
Health Insurance obtained through COBRA,all_persons,2022-05-01,2022-05-31,Q21,at_start,2
Health Insurance obtained through COBRA,all_persons,2022-05-01,2022-05-31,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2022-05-01,2022-05-31,Q21,at_exit_for_leavers,0
Private Pay Health Insurance,all_persons,2022-05-01,2022-05-31,Q21,at_start,43
Private Pay Health Insurance,all_persons,2022-05-01,2022-05-31,Q21,at_annual_assessment_for_stayers,1
Private Pay Health Insurance,all_persons,2022-05-01,2022-05-31,Q21,at_exit_for_leavers,2
State Health Insurance for Adults,all_persons,2022-05-01,2022-05-31,Q21,at_start,9
State Health Insurance for Adults,all_persons,2022-05-01,2022-05-31,Q21,at_annual_assessment_for_stayers,0
State Health Insurance for Adults,all_persons,2022-05-01,2022-05-31,Q21,at_exit_for_leavers,0
Indian Health Services Program,all_persons,2022-05-01,2022-05-31,Q21,at_start,4
Indian Health Services Program,all_persons,2022-05-01,2022-05-31,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2022-05-01,2022-05-31,Q21,at_exit_for_leavers,0
Other,all_persons,2022-05-01,2022-05-31,Q21,at_start,9
Other,all_persons,2022-05-01,2022-05-31,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2022-05-01,2022-05-31,Q21,at_exit_for_leavers,0
No Health Insurance,all_persons,2022-05-01,2022-05-31,Q21,at_start,447
No Health Insurance,all_persons,2022-05-01,2022-05-31,Q21,at_annual_assessment_for_stayers,12
No Health Insurance,all_persons,2022-05-01,2022-05-31,Q21,at_exit_for_leavers,47
Client Doesn't Know/Client Refused,all_persons,2022-05-01,2022-05-31,Q21,at_start,10
Client Doesn't Know/Client Refused,all_persons,2022-05-01,2022-05-31,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2022-05-01,2022-05-31,Q21,at_exit_for_leavers,0
Data Not Collected,all_persons,2022-05-01,2022-05-31,Q21,at_start,276
Data Not Collected,all_persons,2022-05-01,2022-05-31,Q21,at_annual_assessment_for_stayers,580
Data Not Collected,all_persons,2022-05-01,2022-05-31,Q21,at_exit_for_leavers,66
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2022-05-01,2022-05-31,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2022-05-01,2022-05-31,Q21,at_annual_assessment_for_stayers,969
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2022-05-01,2022-05-31,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2022-05-01,2022-05-31,Q21,at_start,879
1 Source of Health Insurance,all_persons,2022-05-01,2022-05-31,Q21,at_annual_assessment_for_stayers,37
1 Source of Health Insurance,all_persons,2022-05-01,2022-05-31,Q21,at_exit_for_leavers,108
More than 1 Source of Health Insurance,all_persons,2022-05-01,2022-05-31,Q21,at_start,136
More than 1 Source of Health Insurance,all_persons,2022-05-01,2022-05-31,Q21,at_annual_assessment_for_stayers,12
More than 1 Source of Health Insurance,all_persons,2022-05-01,2022-05-31,Q21,at_exit_for_leavers,13
