age_group,total,population,start_date,end_date,question,household_type,count
12 - 17,22,youth,2022-05-01,2022-05-31,Q27a,without_children,0
12 - 17,22,youth,2022-05-01,2022-05-31,Q27a,with_children_and_adults,4
12 - 17,22,youth,2022-05-01,2022-05-31,Q27a,with_only_children,18
12 - 17,22,youth,2022-05-01,2022-05-31,Q27a,unknown_household_type,0
18 - 24,85,youth,2022-05-01,2022-05-31,Q27a,without_children,56
18 - 24,85,youth,2022-05-01,2022-05-31,Q27a,with_children_and_adults,29
18 - 24,85,youth,2022-05-01,2022-05-31,Q27a,with_only_children,0
18 - 24,85,youth,2022-05-01,2022-05-31,Q27a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,youth,2022-05-01,2022-05-31,Q27a,without_children,0
Client Doesn't Know/Client Refused,0,youth,2022-05-01,2022-05-31,Q27a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,youth,2022-05-01,2022-05-31,Q27a,with_only_children,0
Client Doesn't Know/Client Refused,0,youth,2022-05-01,2022-05-31,Q27a,unknown_household_type,0
Data Not Collected,0,youth,2022-05-01,2022-05-31,Q27a,without_children,0
Data Not Collected,0,youth,2022-05-01,2022-05-31,Q27a,with_children_and_adults,0
Data Not Collected,0,youth,2022-05-01,2022-05-31,Q27a,with_only_children,0
Data Not Collected,0,youth,2022-05-01,2022-05-31,Q27a,unknown_household_type,0
