income_range,population,start_date,end_date,question,status,count
No Income,adults,2022-05-01,2022-05-31,Q16,income_at_start,586
No Income,adults,2022-05-01,2022-05-31,Q16,income_at_latest_annual_assessment_for_stayers,10
No Income,adults,2022-05-01,2022-05-31,Q16,income_at_exit_for_leavers,59
$1 -  $150,adults,2022-05-01,2022-05-31,Q16,income_at_start,4
$1 -  $150,adults,2022-05-01,2022-05-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2022-05-01,2022-05-31,Q16,income_at_exit_for_leavers,0
$151 - $250,adults,2022-05-01,2022-05-31,Q16,income_at_start,8
$151 - $250,adults,2022-05-01,2022-05-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2022-05-01,2022-05-31,Q16,income_at_exit_for_leavers,1
$251 - $500,adults,2022-05-01,2022-05-31,Q16,income_at_start,32
$251 - $500,adults,2022-05-01,2022-05-31,Q16,income_at_latest_annual_assessment_for_stayers,2
$251 - $500,adults,2022-05-01,2022-05-31,Q16,income_at_exit_for_leavers,4
$501 - $1000,adults,2022-05-01,2022-05-31,Q16,income_at_start,160
$501 - $1000,adults,2022-05-01,2022-05-31,Q16,income_at_latest_annual_assessment_for_stayers,15
$501 - $1000,adults,2022-05-01,2022-05-31,Q16,income_at_exit_for_leavers,19
$1001 - $1500,adults,2022-05-01,2022-05-31,Q16,income_at_start,110
$1001 - $1500,adults,2022-05-01,2022-05-31,Q16,income_at_latest_annual_assessment_for_stayers,14
$1001 - $1500,adults,2022-05-01,2022-05-31,Q16,income_at_exit_for_leavers,17
$1501 - $2000,adults,2022-05-01,2022-05-31,Q16,income_at_start,95
$1501 - $2000,adults,2022-05-01,2022-05-31,Q16,income_at_latest_annual_assessment_for_stayers,7
$1501 - $2000,adults,2022-05-01,2022-05-31,Q16,income_at_exit_for_leavers,14
$2001+,adults,2022-05-01,2022-05-31,Q16,income_at_start,100
$2001+,adults,2022-05-01,2022-05-31,Q16,income_at_latest_annual_assessment_for_stayers,6
$2001+,adults,2022-05-01,2022-05-31,Q16,income_at_exit_for_leavers,20
Client Doesn't Know/Client Refused,adults,2022-05-01,2022-05-31,Q16,income_at_start,3
Client Doesn't Know/Client Refused,adults,2022-05-01,2022-05-31,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2022-05-01,2022-05-31,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2022-05-01,2022-05-31,Q16,income_at_start,335
Data Not Collected,adults,2022-05-01,2022-05-31,Q16,income_at_latest_annual_assessment_for_stayers,0
Data Not Collected,adults,2022-05-01,2022-05-31,Q16,income_at_exit_for_leavers,75
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2022-05-01,2022-05-31,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2022-05-01,2022-05-31,Q16,income_at_latest_annual_assessment_for_stayers,749
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2022-05-01,2022-05-31,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2022-05-01,2022-05-31,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2022-05-01,2022-05-31,Q16,income_at_latest_annual_assessment_for_stayers,421
Number of Adult Stayers without Required Annual Assessment,adults,2022-05-01,2022-05-31,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2022-05-01,2022-05-31,Q16,income_at_start,1433
Total Adults,adults,2022-05-01,2022-05-31,Q16,income_at_latest_annual_assessment_for_stayers,1224
Total Adults,adults,2022-05-01,2022-05-31,Q16,income_at_exit_for_leavers,209
