conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_start,98
Mental Health Disorder,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_latest_assessment_for_stayers,86
Mental Health Disorder,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_exit_for_leavers,12
Alcohol Use Disorder,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_start,21
Alcohol Use Disorder,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_latest_assessment_for_stayers,19
Alcohol Use Disorder,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_exit_for_leavers,2
Drug Use Disorder,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_start,16
Drug Use Disorder,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_latest_assessment_for_stayers,12
Drug Use Disorder,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_exit_for_leavers,4
Both Alcohol and Drug Use Disorders,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_start,23
Both Alcohol and Drug Use Disorders,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_latest_assessment_for_stayers,21
Both Alcohol and Drug Use Disorders,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_exit_for_leavers,2
Chronic Health Condition,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_start,56
Chronic Health Condition,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_latest_assessment_for_stayers,52
Chronic Health Condition,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_exit_for_leavers,4
HIV/AIDS,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_start,5
HIV/AIDS,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_latest_assessment_for_stayers,4
HIV/AIDS,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_exit_for_leavers,1
Development Disability,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_start,22
Development Disability,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_latest_assessment_for_stayers,20
Development Disability,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_exit_for_leavers,3
Physical Disability,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_start,60
Physical Disability,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_latest_assessment_for_stayers,57
Physical Disability,chronically_homeless,2022-05-01,2022-05-31,Q26e,conditions_at_exit_for_leavers,3
