gender_identity,total,population,start_date,end_date,question,household_type,count
Male,825,adults,2022-05-01,2022-05-31,Q10a,without_children,723
Male,825,adults,2022-05-01,2022-05-31,Q10a,with_children_and_adults,99
Male,825,adults,2022-05-01,2022-05-31,Q10a,unknown_household_type,3
Female,600,adults,2022-05-01,2022-05-31,Q10a,without_children,388
Female,600,adults,2022-05-01,2022-05-31,Q10a,with_children_and_adults,210
Female,600,adults,2022-05-01,2022-05-31,Q10a,unknown_household_type,2
No Single Gender,4,adults,2022-05-01,2022-05-31,Q10a,without_children,4
No Single Gender,4,adults,2022-05-01,2022-05-31,Q10a,with_children_and_adults,0
No Single Gender,4,adults,2022-05-01,2022-05-31,Q10a,unknown_household_type,0
Questioning,0,adults,2022-05-01,2022-05-31,Q10a,without_children,0
Questioning,0,adults,2022-05-01,2022-05-31,Q10a,with_children_and_adults,0
Questioning,0,adults,2022-05-01,2022-05-31,Q10a,unknown_household_type,0
Transgender,2,adults,2022-05-01,2022-05-31,Q10a,without_children,2
Transgender,2,adults,2022-05-01,2022-05-31,Q10a,with_children_and_adults,0
Transgender,2,adults,2022-05-01,2022-05-31,Q10a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,adults,2022-05-01,2022-05-31,Q10a,without_children,0
Client Doesn't Know/Client Refused,0,adults,2022-05-01,2022-05-31,Q10a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,adults,2022-05-01,2022-05-31,Q10a,unknown_household_type,0
Data Not Collected,2,adults,2022-05-01,2022-05-31,Q10a,without_children,1
Data Not Collected,2,adults,2022-05-01,2022-05-31,Q10a,with_children_and_adults,1
Data Not Collected,2,adults,2022-05-01,2022-05-31,Q10a,unknown_household_type,0
