count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,108,32,26,all_persons,2022-05-01,2022-05-31,Q13b2,without_children,50
None,108,32,26,all_persons,2022-05-01,2022-05-31,Q13b2,with_only_children,0
None,108,32,26,all_persons,2022-05-01,2022-05-31,Q13b2,unknown_household_type,0
1 Condition,45,8,3,all_persons,2022-05-01,2022-05-31,Q13b2,without_children,34
1 Condition,45,8,3,all_persons,2022-05-01,2022-05-31,Q13b2,with_only_children,0
1 Condition,45,8,3,all_persons,2022-05-01,2022-05-31,Q13b2,unknown_household_type,0
2 Conditions,12,0,0,all_persons,2022-05-01,2022-05-31,Q13b2,without_children,12
2 Conditions,12,0,0,all_persons,2022-05-01,2022-05-31,Q13b2,with_only_children,0
2 Conditions,12,0,0,all_persons,2022-05-01,2022-05-31,Q13b2,unknown_household_type,0
3+ Conditions,14,1,0,all_persons,2022-05-01,2022-05-31,Q13b2,without_children,13
3+ Conditions,14,1,0,all_persons,2022-05-01,2022-05-31,Q13b2,with_only_children,0
3+ Conditions,14,1,0,all_persons,2022-05-01,2022-05-31,Q13b2,unknown_household_type,0
Condition Unknown,40,13,1,all_persons,2022-05-01,2022-05-31,Q13b2,without_children,26
Condition Unknown,40,13,1,all_persons,2022-05-01,2022-05-31,Q13b2,with_only_children,0
Condition Unknown,40,13,1,all_persons,2022-05-01,2022-05-31,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2022-05-01,2022-05-31,Q13b2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2022-05-01,2022-05-31,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2022-05-01,2022-05-31,Q13b2,unknown_household_type,0
Data Not Collected,65,14,44,all_persons,2022-05-01,2022-05-31,Q13b2,without_children,6
Data Not Collected,65,14,44,all_persons,2022-05-01,2022-05-31,Q13b2,with_only_children,0
Data Not Collected,65,14,44,all_persons,2022-05-01,2022-05-31,Q13b2,unknown_household_type,0
