veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,23,all_households,2022-05-01,2022-05-31,Q25b,without_children,23
Chronically Homeless Veteran,23,all_households,2022-05-01,2022-05-31,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,23,all_households,2022-05-01,2022-05-31,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,59,all_households,2022-05-01,2022-05-31,Q25b,without_children,55
Non-Chronically Homeless Veteran,59,all_households,2022-05-01,2022-05-31,Q25b,with_children_and_adults,4
Non-Chronically Homeless Veteran,59,all_households,2022-05-01,2022-05-31,Q25b,unknown_household_type,0
Not a Veteran,1043,all_households,2022-05-01,2022-05-31,Q25b,without_children,865
Not a Veteran,1043,all_households,2022-05-01,2022-05-31,Q25b,with_children_and_adults,176
Not a Veteran,1043,all_households,2022-05-01,2022-05-31,Q25b,unknown_household_type,2
Client Doesn't Know/Client Refused,5,all_households,2022-05-01,2022-05-31,Q25b,without_children,5
Client Doesn't Know/Client Refused,5,all_households,2022-05-01,2022-05-31,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,5,all_households,2022-05-01,2022-05-31,Q25b,unknown_household_type,0
Data Not Collected,15,all_households,2022-05-01,2022-05-31,Q25b,without_children,14
Data Not Collected,15,all_households,2022-05-01,2022-05-31,Q25b,with_children_and_adults,1
Data Not Collected,15,all_households,2022-05-01,2022-05-31,Q25b,unknown_household_type,0
