count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2017-01-01,2017-01-31,Q20b,benefit_at_entry,307
No Sources,all_persons,2017-01-01,2017-01-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,8
No Sources,all_persons,2017-01-01,2017-01-31,Q20b,benefit_at_exit_for_leavers,86
1 + Source(s),all_persons,2017-01-01,2017-01-31,Q20b,benefit_at_entry,154
1 + Source(s),all_persons,2017-01-01,2017-01-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,15
1 + Source(s),all_persons,2017-01-01,2017-01-31,Q20b,benefit_at_exit_for_leavers,47
Client Doesn't Know/Client Refused,all_persons,2017-01-01,2017-01-31,Q20b,benefit_at_entry,1
Client Doesn't Know/Client Refused,all_persons,2017-01-01,2017-01-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2017-01-01,2017-01-31,Q20b,benefit_at_exit_for_leavers,1
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2017-01-01,2017-01-31,Q20b,benefit_at_entry,29
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2017-01-01,2017-01-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,327
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2017-01-01,2017-01-31,Q20b,benefit_at_exit_for_leavers,7
