dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,11,all_persons,2017-01-01,2017-01-31,Q14b,without_children,5
Yes,11,all_persons,2017-01-01,2017-01-31,Q14b,with_children_and_adults,6
Yes,11,all_persons,2017-01-01,2017-01-31,Q14b,with_only_children,0
Yes,11,all_persons,2017-01-01,2017-01-31,Q14b,unknown_household_type,0
No,47,all_persons,2017-01-01,2017-01-31,Q14b,without_children,24
No,47,all_persons,2017-01-01,2017-01-31,Q14b,with_children_and_adults,23
No,47,all_persons,2017-01-01,2017-01-31,Q14b,with_only_children,0
No,47,all_persons,2017-01-01,2017-01-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2017-01-01,2017-01-31,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-01-01,2017-01-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2017-01-01,2017-01-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-01-01,2017-01-31,Q14b,unknown_household_type,0
Data Not Collected,14,all_persons,2017-01-01,2017-01-31,Q14b,without_children,13
Data Not Collected,14,all_persons,2017-01-01,2017-01-31,Q14b,with_children_and_adults,1
Data Not Collected,14,all_persons,2017-01-01,2017-01-31,Q14b,with_only_children,0
Data Not Collected,14,all_persons,2017-01-01,2017-01-31,Q14b,unknown_household_type,0
