income_range,population,start_date,end_date,question,status,count
No Income,adults,2017-01-01,2017-01-31,Q16,income_at_start,178
No Income,adults,2017-01-01,2017-01-31,Q16,income_at_latest_annual_assessment_for_stayers,6
No Income,adults,2017-01-01,2017-01-31,Q16,income_at_exit_for_leavers,55
$1 -  $150,adults,2017-01-01,2017-01-31,Q16,income_at_start,1
$1 -  $150,adults,2017-01-01,2017-01-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2017-01-01,2017-01-31,Q16,income_at_exit_for_leavers,0
$151 - $250,adults,2017-01-01,2017-01-31,Q16,income_at_start,3
$151 - $250,adults,2017-01-01,2017-01-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2017-01-01,2017-01-31,Q16,income_at_exit_for_leavers,0
$251 - $500,adults,2017-01-01,2017-01-31,Q16,income_at_start,18
$251 - $500,adults,2017-01-01,2017-01-31,Q16,income_at_latest_annual_assessment_for_stayers,1
$251 - $500,adults,2017-01-01,2017-01-31,Q16,income_at_exit_for_leavers,4
$501 - $1000,adults,2017-01-01,2017-01-31,Q16,income_at_start,108
$501 - $1000,adults,2017-01-01,2017-01-31,Q16,income_at_latest_annual_assessment_for_stayers,6
$501 - $1000,adults,2017-01-01,2017-01-31,Q16,income_at_exit_for_leavers,23
$1001 - $1500,adults,2017-01-01,2017-01-31,Q16,income_at_start,72
$1001 - $1500,adults,2017-01-01,2017-01-31,Q16,income_at_latest_annual_assessment_for_stayers,9
$1001 - $1500,adults,2017-01-01,2017-01-31,Q16,income_at_exit_for_leavers,18
$1501 - $2000,adults,2017-01-01,2017-01-31,Q16,income_at_start,29
$1501 - $2000,adults,2017-01-01,2017-01-31,Q16,income_at_latest_annual_assessment_for_stayers,1
$1501 - $2000,adults,2017-01-01,2017-01-31,Q16,income_at_exit_for_leavers,15
$2001+,adults,2017-01-01,2017-01-31,Q16,income_at_start,41
$2001+,adults,2017-01-01,2017-01-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$2001+,adults,2017-01-01,2017-01-31,Q16,income_at_exit_for_leavers,18
Client Doesn't Know/Client Refused,adults,2017-01-01,2017-01-31,Q16,income_at_start,0
Client Doesn't Know/Client Refused,adults,2017-01-01,2017-01-31,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2017-01-01,2017-01-31,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2017-01-01,2017-01-31,Q16,income_at_start,41
Data Not Collected,adults,2017-01-01,2017-01-31,Q16,income_at_latest_annual_assessment_for_stayers,1
Data Not Collected,adults,2017-01-01,2017-01-31,Q16,income_at_exit_for_leavers,8
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2017-01-01,2017-01-31,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2017-01-01,2017-01-31,Q16,income_at_latest_annual_assessment_for_stayers,234
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2017-01-01,2017-01-31,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2017-01-01,2017-01-31,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2017-01-01,2017-01-31,Q16,income_at_latest_annual_assessment_for_stayers,92
Number of Adult Stayers without Required Annual Assessment,adults,2017-01-01,2017-01-31,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2017-01-01,2017-01-31,Q16,income_at_start,491
Total Adults,adults,2017-01-01,2017-01-31,Q16,income_at_latest_annual_assessment_for_stayers,350
Total Adults,adults,2017-01-01,2017-01-31,Q16,income_at_exit_for_leavers,141
