count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,225,58,111,all_persons,2017-01-01,2017-01-31,Q13c2,without_children,50
None,225,58,111,all_persons,2017-01-01,2017-01-31,Q13c2,with_only_children,6
None,225,58,111,all_persons,2017-01-01,2017-01-31,Q13c2,unknown_household_type,0
1 Condition,129,13,8,all_persons,2017-01-01,2017-01-31,Q13c2,without_children,108
1 Condition,129,13,8,all_persons,2017-01-01,2017-01-31,Q13c2,with_only_children,0
1 Condition,129,13,8,all_persons,2017-01-01,2017-01-31,Q13c2,unknown_household_type,0
2 Conditions,76,8,3,all_persons,2017-01-01,2017-01-31,Q13c2,without_children,65
2 Conditions,76,8,3,all_persons,2017-01-01,2017-01-31,Q13c2,with_only_children,0
2 Conditions,76,8,3,all_persons,2017-01-01,2017-01-31,Q13c2,unknown_household_type,0
3+ Conditions,41,2,0,all_persons,2017-01-01,2017-01-31,Q13c2,without_children,39
3+ Conditions,41,2,0,all_persons,2017-01-01,2017-01-31,Q13c2,with_only_children,0
3+ Conditions,41,2,0,all_persons,2017-01-01,2017-01-31,Q13c2,unknown_household_type,0
Condition Unknown,5,2,1,all_persons,2017-01-01,2017-01-31,Q13c2,without_children,2
Condition Unknown,5,2,1,all_persons,2017-01-01,2017-01-31,Q13c2,with_only_children,0
Condition Unknown,5,2,1,all_persons,2017-01-01,2017-01-31,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2017-01-01,2017-01-31,Q13c2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2017-01-01,2017-01-31,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2017-01-01,2017-01-31,Q13c2,unknown_household_type,0
Data Not Collected,6,0,0,all_persons,2017-01-01,2017-01-31,Q13c2,without_children,2
Data Not Collected,6,0,0,all_persons,2017-01-01,2017-01-31,Q13c2,with_only_children,1
Data Not Collected,6,0,0,all_persons,2017-01-01,2017-01-31,Q13c2,unknown_household_type,3
