persons_served,total,population,start_date,end_date,question,household_type,count
Adults,491,all_persons,2017-01-01,2017-01-31,Q7a,without_children,347
Adults,491,all_persons,2017-01-01,2017-01-31,Q7a,with_children_and_adults,143
Adults,491,all_persons,2017-01-01,2017-01-31,Q7a,with_only_children,0
Adults,491,all_persons,2017-01-01,2017-01-31,Q7a,unknown_household_type,1
Children,210,all_persons,2017-01-01,2017-01-31,Q7a,without_children,0
Children,210,all_persons,2017-01-01,2017-01-31,Q7a,with_children_and_adults,203
Children,210,all_persons,2017-01-01,2017-01-31,Q7a,with_only_children,7
Children,210,all_persons,2017-01-01,2017-01-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2017-01-01,2017-01-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-01-01,2017-01-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2017-01-01,2017-01-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-01-01,2017-01-31,Q7a,unknown_household_type,0
Data Not Collected,2,all_persons,2017-01-01,2017-01-31,Q7a,without_children,0
Data Not Collected,2,all_persons,2017-01-01,2017-01-31,Q7a,with_children_and_adults,0
Data Not Collected,2,all_persons,2017-01-01,2017-01-31,Q7a,with_only_children,0
Data Not Collected,2,all_persons,2017-01-01,2017-01-31,Q7a,unknown_household_type,2
For PSH and RRH - the total persons served who moved into housing,158,all_persons,2017-01-01,2017-01-31,Q7a,without_children,77
For PSH and RRH - the total persons served who moved into housing,158,all_persons,2017-01-01,2017-01-31,Q7a,with_children_and_adults,81
For PSH and RRH - the total persons served who moved into housing,158,all_persons,2017-01-01,2017-01-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,158,all_persons,2017-01-01,2017-01-31,Q7a,unknown_household_type,0
