ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,59,all_households,2017-01-01,2017-01-31,Q26a,without_children,59
Chronically Homeless ,59,all_households,2017-01-01,2017-01-31,Q26a,with_children_and_adults,0
Chronically Homeless ,59,all_households,2017-01-01,2017-01-31,Q26a,with_only_children,0
Chronically Homeless ,59,all_households,2017-01-01,2017-01-31,Q26a,unknown_household_type,0
Not Chronically Homeless,312,all_households,2017-01-01,2017-01-31,Q26a,without_children,224
Not Chronically Homeless,312,all_households,2017-01-01,2017-01-31,Q26a,with_children_and_adults,88
Not Chronically Homeless,312,all_households,2017-01-01,2017-01-31,Q26a,with_only_children,0
Not Chronically Homeless,312,all_households,2017-01-01,2017-01-31,Q26a,unknown_household_type,0
Client Doesn't Know/Client Refused,6,all_households,2017-01-01,2017-01-31,Q26a,without_children,6
Client Doesn't Know/Client Refused,6,all_households,2017-01-01,2017-01-31,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,6,all_households,2017-01-01,2017-01-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,6,all_households,2017-01-01,2017-01-31,Q26a,unknown_household_type,0
Data Not Collected,31,all_households,2017-01-01,2017-01-31,Q26a,without_children,30
Data Not Collected,31,all_households,2017-01-01,2017-01-31,Q26a,with_children_and_adults,1
Data Not Collected,31,all_households,2017-01-01,2017-01-31,Q26a,with_only_children,0
Data Not Collected,31,all_households,2017-01-01,2017-01-31,Q26a,unknown_household_type,0
