ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),636,all_persons,2017-01-01,2017-01-31,Q12b,without_children,320
Non-Hispanic/Non-Latin(a)(o)(x),636,all_persons,2017-01-01,2017-01-31,Q12b,with_children_and_adults,309
Non-Hispanic/Non-Latin(a)(o)(x),636,all_persons,2017-01-01,2017-01-31,Q12b,with_only_children,6
Non-Hispanic/Non-Latin(a)(o)(x),636,all_persons,2017-01-01,2017-01-31,Q12b,unknown_household_type,1
Hispanic/Latin(a)(o)(x),65,all_persons,2017-01-01,2017-01-31,Q12b,without_children,27
Hispanic/Latin(a)(o)(x),65,all_persons,2017-01-01,2017-01-31,Q12b,with_children_and_adults,37
Hispanic/Latin(a)(o)(x),65,all_persons,2017-01-01,2017-01-31,Q12b,with_only_children,1
Hispanic/Latin(a)(o)(x),65,all_persons,2017-01-01,2017-01-31,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2017-01-01,2017-01-31,Q12b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-01-01,2017-01-31,Q12b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2017-01-01,2017-01-31,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-01-01,2017-01-31,Q12b,unknown_household_type,0
Data Not Collected,2,all_persons,2017-01-01,2017-01-31,Q12b,without_children,0
Data Not Collected,2,all_persons,2017-01-01,2017-01-31,Q12b,with_children_and_adults,0
Data Not Collected,2,all_persons,2017-01-01,2017-01-31,Q12b,with_only_children,0
Data Not Collected,2,all_persons,2017-01-01,2017-01-31,Q12b,unknown_household_type,2
